year_actual,month_name,nama_product,jenis_product,kategori_premi,total_registrations,total_premium,total_sum_assured,avg_premium,referral_count
2024,July,Asuransi Kesehatan Blanditiis,Asuransi Kesehatan,High,41,299864530.0,84567457948.0,7313769.024390244,36
2024,July,Asuransi Kesehatan Cupiditate,Asuransi Kesehatan,High,42,170160588.0,52891338737.0,4051442.5714285714,31
2024,July,Asuransi Kesehatan Distinctio,Asuransi Kesehatan,High,33,238289456.0,68906861012.0,7220892.606060606,27
2024,July,Asuransi Kesehatan Eaque,Asuransi Kesehatan,High,53,394671371.0,112415627584.0,7446629.641509434,44
2024,July,Asuransi Kesehatan Eligendi,Asuransi Kesehatan,High,36,178726923.0,55725060822.0,4964636.75,33
2024,July,Asuransi Kesehatan Eum,Asuransi Kesehatan,High,44,361432311.0,103066599065.0,8214370.704545454,40
2024,July,Asuransi Kesehatan Ex,Asuransi Kesehatan,High,89,530457249.0,155548313186.0,5960193.808988764,81
2024,July,Asuransi Kesehatan Excepturi,Asuransi Kesehatan,High,33,186333800.0,56662416089.0,5646478.787878788,29
2024,July,Asuransi Kesehatan Officia,Asuransi Kesehatan,Medium,39,71954598.0,19992404448.0,1844989.6923076923,34
2024,July,Asuransi Kesehatan Officiis,Asuransi Kesehatan,High,93,552950815.0,168028697771.0,5945707.688172043,74
2024,July,Asuransi Kesehatan Optio,Asuransi Kesehatan,Medium,50,108198903.0,28947573438.0,2163978.06,44
2024,July,Asuransi Kesehatan Soluta,Asuransi Kesehatan,Medium,35,92104128.0,25010918208.0,2631546.5142857144,28
2024,July,Asuransi Kesehatan Suscipit,Asuransi Kesehatan,Medium,45,138288436.0,37033358562.0,3073076.355555556,35
2024,July,Asuransi Kesehatan Veniam,Asuransi Kesehatan,High,42,182914840.0,53228734766.0,4355115.238095238,37
2024,July,Asuransi Pendidikan Aspernatur,Asuransi Pendidikan,Medium,49,55187352.0,17529103005.0,1126272.4897959183,40
2024,July,Asuransi Pendidikan Delectus,Asuransi Pendidikan,High,39,177008000.0,55281751200.0,4538666.666666667,33
2024,July,Asuransi Pendidikan Et,Asuransi Pendidikan,High,47,383240278.0,108552920104.0,8154048.468085106,39
2024,July,Asuransi Pendidikan Eum,Asuransi Pendidikan,High,45,239893022.0,75916275289.0,5330956.044444445,39
2024,July,Asuransi Pendidikan Incidunt,Asuransi Pendidikan,High,50,356624404.0,110815762359.0,7132488.08,39
2024,July,Asuransi Pendidikan Inventore,Asuransi Pendidikan,High,44,279452490.0,88799699361.0,6351192.954545454,39
2024,July,Asuransi Pendidikan Magnam,Asuransi Pendidikan,High,38,284301287.0,87824809082.0,7481612.815789473,33
2024,July,Asuransi Pendidikan Minima,Asuransi Pendidikan,High,47,309407431.0,101186694591.0,6583136.829787234,42
2024,July,Asuransi Pendidikan Natus,Asuransi Pendidikan,High,36,330284408.0,88661470967.0,9174566.888888888,31
2024,July,Asuransi Pendidikan Nobis,Asuransi Pendidikan,High,37,242949626.0,70718687305.0,6566206.108108108,33
2024,July,Asuransi Pendidikan Nulla,Asuransi Pendidikan,High,43,371200177.0,106551290660.0,8632562.255813954,35
2024,July,Asuransi Pendidikan Occaecati,Asuransi Pendidikan,Medium,28,73981911.0,23826697491.0,2642211.1071428573,22
2024,July,Asuransi Pendidikan Odio,Asuransi Pendidikan,High,39,172983785.0,48942108970.0,4435481.666666667,33
2024,July,Asuransi Pendidikan Odit,Asuransi Pendidikan,Medium,51,163173743.0,49183208178.0,3199485.156862745,44
2024,July,Asuransi Pendidikan Praesentium,Asuransi Pendidikan,High,37,258435065.0,69912953686.0,6984731.486486486,29
2024,July,Asuransi Pendidikan Quasi,Asuransi Pendidikan,High,39,237918155.0,66019132992.0,6100465.512820513,33
2024,July,Asuransi Pendidikan Qui,Asuransi Pendidikan,High,39,197688944.0,58193206692.0,5068947.282051282,32
2024,July,Asuransi Pendidikan Quod,Asuransi Pendidikan,High,43,391739947.0,110902479729.0,9110231.325581396,34
2024,July,Asuransi Pendidikan Recusandae,Asuransi Pendidikan,Medium,42,86205703.0,25305488375.0,2052516.738095238,35
2024,July,Asuransi Pendidikan Similique,Asuransi Pendidikan,Medium,50,80152523.0,25181702297.0,1603050.46,44
2024,July,Asuransi Pendidikan Sunt,Asuransi Pendidikan,High,33,309097380.0,93720346190.0,9366587.272727273,27
2024,July,Asuransi Pendidikan Suscipit,Asuransi Pendidikan,Medium,49,54622635.0,16951838639.0,1114747.6530612244,39
2024,July,Asuransi Pendidikan Veritatis,Asuransi Pendidikan,High,43,186393622.0,56591650946.0,4334735.395348838,38
2024,July,Asuransi Pendidikan Voluptatem,Asuransi Pendidikan,High,40,327209488.0,101216511542.0,8180237.2,36
2024,July,Asuransi Properti Aspernatur,Asuransi Properti,High,44,288790392.0,85906991072.0,6563418.0,39
2024,July,Asuransi Properti Eligendi,Asuransi Properti,Low,32,7165599.0,2264586520.0,223924.96875,27
2024,July,Asuransi Properti Error,Asuransi Properti,High,41,391232908.0,107360085738.0,9542266.048780488,37
2024,July,Asuransi Properti Eum,Asuransi Properti,High,47,333894971.0,96729857799.0,7104148.319148936,39
2024,July,Asuransi Properti Fugit,Asuransi Properti,Medium,36,85622773.0,26041481941.0,2378410.361111111,31
2024,July,Asuransi Properti Hic,Asuransi Properti,Medium,40,79074183.0,24507065645.0,1976854.575,34
2024,July,Asuransi Properti Illo,Asuransi Properti,High,40,234530871.0,71189391090.0,5863271.775,35
2024,July,Asuransi Properti Quidem,Asuransi Properti,High,40,374571934.0,111636241142.0,9364298.35,34
2024,July,Asuransi Properti Quod,Asuransi Properti,High,52,297393024.0,95372911681.0,5719096.615384615,40
2024,July,Asuransi Properti Sapiente,Asuransi Properti,High,45,194559379.0,59696055132.0,4323541.755555555,33
2024,July,Asuransi Properti Soluta,Asuransi Properti,High,45,243701013.0,69555545867.0,5415578.066666666,37
2024,July,Asuransi Properti Suscipit,Asuransi Properti,Low,42,37960855.0,12733327436.0,903829.880952381,35
2024,July,Asuransi Properti Ullam,Asuransi Properti,Medium,45,87040560.0,26321089399.0,1934234.6666666667,38
2024,November,Asuransi Jiwa Accusantium,Asuransi Jiwa,High,51,230662746.0,61341190379.0,4522798.94117647,39
2024,November,Asuransi Jiwa Consectetur,Asuransi Jiwa,High,57,263799392.0,80443570481.0,4628059.50877193,43
2024,November,Asuransi Jiwa Corrupti,Asuransi Jiwa,High,39,239353444.0,61724799754.0,6137267.794871795,34
2024,November,Asuransi Jiwa Dicta,Asuransi Jiwa,High,60,498674051.0,162218711927.0,8311234.183333334,55
2024,November,Asuransi Jiwa Dolor,Asuransi Jiwa,High,55,420113110.0,119016701410.0,7638420.181818182,43
2024,November,Asuransi Jiwa Explicabo,Asuransi Jiwa,High,41,299582635.0,78056109789.0,7306893.536585365,37
2024,November,Asuransi Jiwa Fugiat,Asuransi Jiwa,Medium,54,53341782.0,15057086244.0,987810.7777777778,45
2024,November,Asuransi Jiwa Impedit,Asuransi Jiwa,High,47,373661451.0,108571022857.0,7950243.638297873,42
2024,November,Asuransi Jiwa Ipsum,Asuransi Jiwa,Low,68,15280181.0,5150125763.0,224708.54411764705,56
2024,November,Asuransi Jiwa Iure,Asuransi Jiwa,High,44,240985642.0,74778070932.0,5476946.409090909,35
2024,November,Asuransi Jiwa Libero,Asuransi Jiwa,Medium,61,211232834.0,65486620643.0,3462833.344262295,47
2024,November,Asuransi Jiwa Nam,Asuransi Jiwa,High,45,427758708.0,129269348442.0,9505749.066666666,42
2024,November,Asuransi Jiwa Neque,Asuransi Jiwa,Medium,50,67575992.0,19290522859.0,1351519.84,43
2024,November,Asuransi Jiwa Nisi,Asuransi Jiwa,Medium,48,109313257.0,29864674469.0,2277359.5208333335,36
2024,November,Asuransi Jiwa Nostrum,Asuransi Jiwa,High,54,238077393.0,74614204645.0,4408840.611111111,46
2024,November,Asuransi Jiwa Odit,Asuransi Jiwa,Medium,116,340997957.0,100854443268.0,2939637.5603448274,96
2024,November,Asuransi Jiwa Officia,Asuransi Jiwa,Low,51,38368569.0,11596102461.0,752324.8823529412,44
2024,November,Asuransi Jiwa Omnis,Asuransi Jiwa,High,56,445754942.0,138808725283.0,7959909.678571428,47
2024,November,Asuransi Jiwa Perspiciatis,Asuransi Jiwa,Medium,109,150499138.0,44808015748.0,1380726.0366972478,90
2024,November,Asuransi Jiwa Quo,Asuransi Jiwa,High,66,528227026.0,156939163876.0,8003439.787878788,56
2024,November,Asuransi Jiwa Rerum,Asuransi Jiwa,High,49,423150781.0,119282942048.0,8635730.224489795,44
2024,November,Asuransi Jiwa Tempore,Asuransi Jiwa,Medium,62,217672345.0,63719711761.0,3510844.2741935486,56
2024,November,Asuransi Jiwa Ut,Asuransi Jiwa,High,62,312494864.0,89852287716.0,5040239.741935484,53
2024,November,Asuransi Jiwa Veritatis,Asuransi Jiwa,High,53,446668706.0,126287853702.0,8427711.433962265,45
2024,November,Asuransi Jiwa Voluptates,Asuransi Jiwa,High,50,194176287.0,56983694891.0,3883525.74,44
2024,November,Asuransi Kendaraan Consequatur,Asuransi Kendaraan,High,49,265194480.0,79123806917.0,5412132.244897959,40
2024,November,Asuransi Kendaraan Dolorum,Asuransi Kendaraan,Medium,58,173287232.0,49382125356.0,2987710.896551724,51
2024,November,Asuransi Kendaraan Facilis,Asuransi Kendaraan,High,49,215721470.0,63564359643.0,4402478.979591837,40
2024,November,Asuransi Kendaraan Harum,Asuransi Kendaraan,High,55,402745796.0,123512324524.0,7322650.836363636,45
2024,November,Asuransi Kendaraan In,Asuransi Kendaraan,High,52,325790621.0,98804881767.0,6265204.25,43
2024,November,Asuransi Kendaraan Ipsa,Asuransi Kendaraan,High,53,304894866.0,89902848267.0,5752733.320754717,39
2024,November,Asuransi Kendaraan Officiis,Asuransi Kendaraan,High,53,343301509.0,96817117158.0,6477386.962264151,44
2024,November,Asuransi Kendaraan Omnis,Asuransi Kendaraan,High,58,301566687.0,84621788929.0,5199425.637931035,51
2024,November,Asuransi Kendaraan Quasi,Asuransi Kendaraan,High,54,249256165.0,69963276217.0,4615854.907407408,40
2024,November,Asuransi Kendaraan Quis,Asuransi Kendaraan,High,59,452407455.0,135188560523.0,7667922.966101695,49
2024,November,Asuransi Kendaraan Quo,Asuransi Kendaraan,High,45,243865444.0,76323231218.0,5419232.088888889,40
2024,November,Asuransi Kendaraan Tempore,Asuransi Kendaraan,Medium,53,170726834.0,52781177840.0,3221261.0188679243,40
2024,November,Asuransi Kendaraan Ullam,Asuransi Kendaraan,Medium,58,208624745.0,61293291215.0,3596978.3620689656,47
2024,November,Asuransi Kendaraan Vel,Asuransi Kendaraan,Low,37,35204066.0,11519069852.0,951461.2432432432,35
2024,November,Asuransi Kendaraan Voluptatibus,Asuransi Kendaraan,High,45,344590626.0,95541665653.0,7657569.466666667,40
2024,November,Asuransi Kendaraan Voluptatum,Asuransi Kendaraan,Medium,48,161125038.0,50239963001.0,3356771.625,44
2024,November,Asuransi Kesehatan Adipisci,Asuransi Kesehatan,High,53,457132943.0,141770514043.0,8625149.867924528,47
2024,November,Asuransi Kesehatan Animi,Asuransi Kesehatan,High,64,380638900.0,122092510207.0,5947482.8125,48
2024,November,Asuransi Kesehatan Aut,Asuransi Kesehatan,High,58,436610818.0,131739762985.0,7527772.724137931,49
2024,November,Asuransi Kesehatan Blanditiis,Asuransi Kesehatan,High,53,374170583.0,119661038772.0,7059822.320754717,45
2024,November,Asuransi Kesehatan Cupiditate,Asuransi Kesehatan,High,56,237546724.0,65739205576.0,4241905.785714285,48
2024,November,Asuransi Kesehatan Distinctio,Asuransi Kesehatan,High,56,410106650.0,119306443844.0,7323333.035714285,48
2024,November,Asuransi Kesehatan Eaque,Asuransi Kesehatan,High,39,269006776.0,74589047068.0,6897609.641025641,29
2024,November,Asuransi Kesehatan Eligendi,Asuransi Kesehatan,High,44,227016497.0,63838819725.0,5159465.840909091,41
2024,November,Asuransi Kesehatan Eum,Asuransi Kesehatan,High,60,483143303.0,147137904293.0,8052388.383333334,54
2024,November,Asuransi Kesehatan Ex,Asuransi Kesehatan,High,103,633023586.0,187902568460.0,6145860.058252427,81
2024,November,Asuransi Kesehatan Excepturi,Asuransi Kesehatan,High,58,370713053.0,107133468032.0,6391604.362068965,48
2024,November,Asuransi Kesehatan Officia,Asuransi Kesehatan,Medium,50,92585648.0,27580871390.0,1851712.96,41
2024,November,Asuransi Kesehatan Officiis,Asuransi Kesehatan,High,169,953059725.0,276542396416.0,5639406.656804734,142
2024,November,Asuransi Kesehatan Optio,Asuransi Kesehatan,Medium,63,129612086.0,38349663168.0,2057334.6984126985,50
2024,November,Asuransi Kesehatan Soluta,Asuransi Kesehatan,Medium,58,148859424.0,41336867808.0,2566541.793103448,44
2024,November,Asuransi Kesehatan Suscipit,Asuransi Kesehatan,Medium,55,151832146.0,45487771910.0,2760584.4727272727,45
2024,November,Asuransi Kesehatan Veniam,Asuransi Kesehatan,High,51,227421545.0,74033947883.0,4459245.980392157,42
2024,November,Asuransi Pendidikan Aspernatur,Asuransi Pendidikan,Medium,60,64937114.0,18851085787.0,1082285.2333333334,49
2024,November,Asuransi Pendidikan Delectus,Asuransi Pendidikan,High,56,253073600.0,73059812800.0,4519171.428571428,48
2024,November,Asuransi Pendidikan Et,Asuransi Pendidikan,High,46,345378997.0,106526920890.0,7508239.065217392,37
2024,November,Asuransi Pendidikan Eum,Asuransi Pendidikan,High,57,343986258.0,115669123940.0,6034846.631578947,50
2024,November,Asuransi Pendidikan Incidunt,Asuransi Pendidikan,High,59,478698216.0,144380301421.0,8113529.084745763,50
2024,November,Asuransi Pendidikan Inventore,Asuransi Pendidikan,High,54,368548094.0,120693781317.0,6824964.703703703,47
2024,November,Asuransi Pendidikan Magnam,Asuransi Pendidikan,High,59,403108098.0,125323733081.0,6832340.644067797,52
2024,November,Asuransi Pendidikan Minima,Asuransi Pendidikan,High,56,338087506.0,99856276313.0,6037276.892857143,47
2024,November,Asuransi Pendidikan Natus,Asuransi Pendidikan,High,45,441208245.0,140380330760.0,9804627.666666666,39
2024,November,Asuransi Pendidikan Nobis,Asuransi Pendidikan,High,51,373060099.0,114592398795.0,7314903.901960785,41
2024,November,Asuransi Pendidikan Nulla,Asuransi Pendidikan,High,61,494091847.0,153774521008.0,8099866.344262295,54
2024,November,Asuransi Pendidikan Occaecati,Asuransi Pendidikan,Medium,47,123948754.0,38579828710.0,2637207.5319148935,41
2024,November,Asuransi Pendidikan Odio,Asuransi Pendidikan,High,48,223949980.0,67331364895.0,4665624.583333333,40
2024,November,Asuransi Pendidikan Odit,Asuransi Pendidikan,Medium,61,218991443.0,59591906815.0,3590023.655737705,46
2024,November,Asuransi Pendidikan Praesentium,Asuransi Pendidikan,High,48,327351077.0,96003932642.0,6819814.104166667,40
2024,November,Asuransi Pendidikan Quasi,Asuransi Pendidikan,High,67,420492515.0,134315482723.0,6276007.686567164,54
2024,November,Asuransi Pendidikan Qui,Asuransi Pendidikan,High,72,369844159.0,110002718375.0,5136724.430555556,54
2024,November,Asuransi Pendidikan Quod,Asuransi Pendidikan,High,57,498278126.0,160782149625.0,8741721.50877193,45
2024,November,Asuransi Pendidikan Recusandae,Asuransi Pendidikan,Medium,58,121702170.0,39929244380.0,2098313.275862069,50
2024,November,Asuransi Pendidikan Similique,Asuransi Pendidikan,Medium,45,77995571.0,22072750037.0,1733234.911111111,40
2024,November,Asuransi Pendidikan Sunt,Asuransi Pendidikan,High,52,419009331.0,122708306285.0,8057871.75,37
2024,November,Asuransi Pendidikan Suscipit,Asuransi Pendidikan,Medium,72,88786376.0,26344244590.0,1233144.111111111,63
2024,November,Asuransi Pendidikan Veritatis,Asuransi Pendidikan,High,49,202446658.0,54984117281.0,4131564.448979592,41
2024,November,Asuransi Pendidikan Voluptatem,Asuransi Pendidikan,High,74,623960646.0,186898404546.0,8431900.621621622,59
2024,November,Asuransi Properti Aspernatur,Asuransi Properti,High,58,377565350.0,114114240061.0,6509747.413793104,46
2024,November,Asuransi Properti Eligendi,Asuransi Properti,Low,50,12283887.0,3794674346.0,245677.74,43
2024,November,Asuransi Properti Error,Asuransi Properti,High,51,469877688.0,154754021123.0,9213288.0,40
2024,November,Asuransi Properti Eum,Asuransi Properti,High,43,324286483.0,91094879472.0,7541546.116279069,33
2024,November,Asuransi Properti Fugit,Asuransi Properti,Medium,46,105361760.0,32610775275.0,2290473.0434782607,40
2024,November,Asuransi Properti Hic,Asuransi Properti,Medium,47,97794206.0,30065070751.0,2080727.7872340425,37
2024,November,Asuransi Properti Illo,Asuransi Properti,High,60,324576597.0,92090888932.0,5409609.95,50
2024,November,Asuransi Properti Quidem,Asuransi Properti,High,33,325549179.0,103989642904.0,9865126.636363637,26
2024,November,Asuransi Properti Quod,Asuransi Properti,High,42,260056566.0,74770975792.0,6191823.0,36
2024,November,Asuransi Properti Sapiente,Asuransi Properti,High,53,200351110.0,64236989795.0,3780209.6226415094,42
2024,November,Asuransi Properti Soluta,Asuransi Properti,High,43,245905027.0,64684674041.0,5718721.558139535,36
2024,November,Asuransi Properti Suscipit,Asuransi Properti,Low,38,36366698.0,10374274275.0,957018.3684210526,30
2024,November,Asuransi Properti Ullam,Asuransi Properti,Medium,59,126632649.0,37578267692.0,2146316.084745763,52
2024,October,Asuransi Jiwa Accusantium,Asuransi Jiwa,High,63,274369674.0,83531496777.0,4355074.19047619,55
2024,October,Asuransi Jiwa Consectetur,Asuransi Jiwa,High,62,281224672.0,83023964264.0,4535881.806451613,50
2024,October,Asuransi Jiwa Corrupti,Asuransi Jiwa,High,53,325520686.0,100673384782.0,6141899.735849056,42
2024,October,Asuransi Jiwa Dicta,Asuransi Jiwa,High,59,499503101.0,145013420675.0,8466154.254237289,46
2024,October,Asuransi Jiwa Dolor,Asuransi Jiwa,High,64,456786416.0,140517854404.0,7137287.75,56
2024,October,Asuransi Jiwa Explicabo,Asuransi Jiwa,High,53,374478297.0,111557828894.0,7065628.245283019,44
2024,October,Asuransi Jiwa Fugiat,Asuransi Jiwa,Medium,60,63085334.0,17961544650.0,1051422.2333333334,51
2024,October,Asuransi Jiwa Impedit,Asuransi Jiwa,High,52,428198129.0,136424353146.0,8234579.403846154,41
2024,October,Asuransi Jiwa Ipsum,Asuransi Jiwa,Low,55,11804638.0,3247062836.0,214629.78181818183,43
2024,October,Asuransi Jiwa Iure,Asuransi Jiwa,High,58,312123283.0,101248718912.0,5381435.913793104,51
2024,October,Asuransi Jiwa Libero,Asuransi Jiwa,Medium,69,230699725.0,67246325114.0,3343474.275362319,61
2024,October,Asuransi Jiwa Nam,Asuransi Jiwa,High,56,523980600.0,147890666274.0,9356796.42857143,49
2024,October,Asuransi Jiwa Neque,Asuransi Jiwa,Medium,50,69733493.0,21319035933.0,1394669.86,40
2024,October,Asuransi Jiwa Nisi,Asuransi Jiwa,Medium,53,133707651.0,43659375754.0,2522785.867924528,46
2024,October,Asuransi Jiwa Nostrum,Asuransi Jiwa,High,49,216334161.0,67957701036.0,4414982.87755102,40
2024,October,Asuransi Jiwa Odit,Asuransi Jiwa,Medium,124,322569411.0,94449066019.0,2601366.2177419355,110
2024,October,Asuransi Jiwa Officia,Asuransi Jiwa,Low,55,47742002.0,13930128818.0,868036.4,46
2024,October,Asuransi Jiwa Omnis,Asuransi Jiwa,High,43,368232348.0,98907571817.0,8563542.976744186,32
2024,October,Asuransi Jiwa Perspiciatis,Asuransi Jiwa,Medium,118,152806702.0,46626557412.0,1294972.0508474577,98
2024,October,Asuransi Jiwa Quo,Asuransi Jiwa,High,49,408856038.0,127878358362.0,8344000.775510204,44
2024,October,Asuransi Jiwa Rerum,Asuransi Jiwa,High,53,437341811.0,148688912367.0,8251732.2830188675,46
2024,October,Asuransi Jiwa Tempore,Asuransi Jiwa,Medium,64,218947410.0,63198937477.0,3421053.28125,53
2024,October,Asuransi Jiwa Ut,Asuransi Jiwa,High,48,228442703.0,67879366361.0,4759222.979166667,38
2024,October,Asuransi Jiwa Veritatis,Asuransi Jiwa,High,45,397038853.0,117006133992.0,8823085.622222222,40
2024,October,Asuransi Jiwa Voluptates,Asuransi Jiwa,High,63,223181872.0,65512949412.0,3542569.396825397,48
2024,October,Asuransi Kendaraan Consequatur,Asuransi Kendaraan,High,52,307454108.0,76751143074.0,5912579.0,42
2024,October,Asuransi Kendaraan Dolorum,Asuransi Kendaraan,Medium,60,165334066.0,48358767017.0,2755567.7666666666,56
2024,October,Asuransi Kendaraan Facilis,Asuransi Kendaraan,High,63,266590284.0,83372348754.0,4231591.80952381,51
2024,October,Asuransi Kendaraan Harum,Asuransi Kendaraan,High,53,421684904.0,126011899574.0,7956318.9433962265,45
2024,October,Asuransi Kendaraan In,Asuransi Kendaraan,High,53,369721395.0,96674766348.0,6975875.377358491,43
2024,October,Asuransi Kendaraan Ipsa,Asuransi Kendaraan,High,62,378567162.0,105996896794.0,6105921.9677419355,54
2024,October,Asuransi Kendaraan Officiis,Asuransi Kendaraan,High,60,384565335.0,113896283294.0,6409422.25,51
2024,October,Asuransi Kendaraan Omnis,Asuransi Kendaraan,High,58,307396623.0,86495848418.0,5299941.775862069,49
2024,October,Asuransi Kendaraan Quasi,Asuransi Kendaraan,High,50,222899087.0,67217822874.0,4457981.74,39
2024,October,Asuransi Kendaraan Quis,Asuransi Kendaraan,High,46,349154062.0,103675539090.0,7590305.695652174,40
2024,October,Asuransi Kendaraan Quo,Asuransi Kendaraan,High,61,371244301.0,122962348322.0,6085972.147540984,55
2024,October,Asuransi Kendaraan Tempore,Asuransi Kendaraan,Medium,47,137462000.0,43949365044.0,2924723.404255319,41
2024,October,Asuransi Kendaraan Ullam,Asuransi Kendaraan,Medium,53,186389965.0,53466649497.0,3516791.7924528304,48
2024,October,Asuransi Kendaraan Vel,Asuransi Kendaraan,Low,59,51665685.0,16475951935.0,875689.5762711865,48
2024,October,Asuransi Kendaraan Voluptatibus,Asuransi Kendaraan,High,64,532741343.0,165721460283.0,8324083.484375,56
2024,October,Asuransi Kendaraan Voluptatum,Asuransi Kendaraan,Medium,52,172126969.0,44264672316.0,3310134.019230769,43
2024,October,Asuransi Kesehatan Adipisci,Asuransi Kesehatan,High,49,381855301.0,113937130671.0,7792965.326530612,40
2024,October,Asuransi Kesehatan Animi,Asuransi Kesehatan,High,64,397637128.0,120936327111.0,6213080.125,50
2024,October,Asuransi Kesehatan Aut,Asuransi Kesehatan,High,71,512376760.0,155282309180.0,7216574.084507043,55
2024,October,Asuransi Kesehatan Blanditiis,Asuransi Kesehatan,High,69,477897305.0,137650648010.0,6926047.898550725,59
2024,October,Asuransi Kesehatan Cupiditate,Asuransi Kesehatan,High,54,208091777.0,63420105219.0,3853551.425925926,43
2024,October,Asuransi Kesehatan Distinctio,Asuransi Kesehatan,High,54,397278673.0,104775062344.0,7357012.462962963,50
2024,October,Asuransi Kesehatan Eaque,Asuransi Kesehatan,High,59,426183594.0,121933856047.0,7223450.745762712,46
2024,October,Asuransi Kesehatan Eligendi,Asuransi Kesehatan,High,54,283076802.0,87645580789.0,5242163.0,42
2024,October,Asuransi Kesehatan Eum,Asuransi Kesehatan,High,55,418175947.0,126021868719.0,7603199.036363636,44
2024,October,Asuransi Kesehatan Ex,Asuransi Kesehatan,High,116,681235759.0,200706645792.0,5872722.060344827,103
2024,October,Asuransi Kesehatan Excepturi,Asuransi Kesehatan,High,58,360614543.0,112319541761.0,6217492.120689655,46
2024,October,Asuransi Kesehatan Officia,Asuransi Kesehatan,Medium,51,92484016.0,28814466041.0,1813412.0784313725,40
2024,October,Asuransi Kesehatan Officiis,Asuransi Kesehatan,High,161,901283439.0,275387087420.0,5598033.782608695,140
2024,October,Asuransi Kesehatan Optio,Asuransi Kesehatan,Medium,65,146606682.0,44202828284.0,2255487.4153846153,58
2024,October,Asuransi Kesehatan Soluta,Asuransi Kesehatan,Medium,48,119143872.0,34672838400.0,2482164.0,39
2024,October,Asuransi Kesehatan Suscipit,Asuransi Kesehatan,Medium,51,147412619.0,46429558944.0,2890443.5098039214,43
2024,October,Asuransi Kesehatan Veniam,Asuransi Kesehatan,High,56,293795711.0,96572092654.0,5246351.982142857,46
2024,October,Asuransi Pendidikan Aspernatur,Asuransi Pendidikan,Medium,58,62974899.0,17480292837.0,1085774.1206896552,56
2024,October,Asuransi Pendidikan Delectus,Asuransi Pendidikan,High,49,231545600.0,70518552000.0,4725420.408163265,43
2024,October,Asuransi Pendidikan Et,Asuransi Pendidikan,High,47,403432967.0,111149362625.0,8583680.148936171,39
2024,October,Asuransi Pendidikan Eum,Asuransi Pendidikan,High,50,268010158.0,82687719896.0,5360203.16,37
2024,October,Asuransi Pendidikan Incidunt,Asuransi Pendidikan,High,58,439158584.0,124704153262.0,7571699.724137931,51
2024,October,Asuransi Pendidikan Inventore,Asuransi Pendidikan,High,53,363896515.0,118520063095.0,6865971.981132075,49
2024,October,Asuransi Pendidikan Magnam,Asuransi Pendidikan,High,39,261147241.0,74195427507.0,6696083.102564103,29
2024,October,Asuransi Pendidikan Minima,Asuransi Pendidikan,High,59,354620732.0,106171629814.0,6010520.881355932,49
2024,October,Asuransi Pendidikan Natus,Asuransi Pendidikan,High,69,663055902.0,211861540143.0,9609505.826086957,57
2024,October,Asuransi Pendidikan Nobis,Asuransi Pendidikan,High,59,430631102.0,121934237157.0,7298832.237288136,51
2024,October,Asuransi Pendidikan Nulla,Asuransi Pendidikan,High,51,395610165.0,123840718374.0,7757062.05882353,46
2024,October,Asuransi Pendidikan Occaecati,Asuransi Pendidikan,Medium,57,135568947.0,40987017070.0,2378402.5789473685,51
2024,October,Asuransi Pendidikan Odio,Asuransi Pendidikan,High,46,222192525.0,69152590405.0,4830272.282608695,38
2024,October,Asuransi Pendidikan Odit,Asuransi Pendidikan,Medium,60,192943183.0,58863299771.0,3215719.716666667,44
2024,October,Asuransi Pendidikan Praesentium,Asuransi Pendidikan,High,44,330092062.0,89153836808.0,7502092.318181818,34
2024,October,Asuransi Pendidikan Quasi,Asuransi Pendidikan,High,68,399137028.0,114358930977.0,5869662.176470588,57
2024,October,Asuransi Pendidikan Qui,Asuransi Pendidikan,High,64,310089979.0,95919156859.0,4845155.921875,54
2024,October,Asuransi Pendidikan Quod,Asuransi Pendidikan,High,50,437937919.0,131204603756.0,8758758.38,34
2024,October,Asuransi Pendidikan Recusandae,Asuransi Pendidikan,Medium,52,108630454.0,34161124670.0,2089047.1923076923,48
2024,October,Asuransi Pendidikan Similique,Asuransi Pendidikan,Medium,50,84380161.0,24605708368.0,1687603.22,44
2024,October,Asuransi Pendidikan Sunt,Asuransi Pendidikan,High,57,535160842.0,149494187427.0,9388786.701754386,48
2024,October,Asuransi Pendidikan Suscipit,Asuransi Pendidikan,Medium,61,73704495.0,19640216892.0,1208270.4098360655,52
2024,October,Asuransi Pendidikan Veritatis,Asuransi Pendidikan,High,65,253058322.0,77456367760.0,3893204.953846154,56
2024,October,Asuransi Pendidikan Voluptatem,Asuransi Pendidikan,High,64,588716007.0,162345944733.0,9198687.609375,47
2024,October,Asuransi Properti Aspernatur,Asuransi Properti,High,56,380826474.0,120922011740.0,6800472.75,49
2024,October,Asuransi Properti Eligendi,Asuransi Properti,Low,57,13100374.0,4107182384.0,229831.12280701756,48
2024,October,Asuransi Properti Error,Asuransi Properti,High,60,582369598.0,188554852608.0,9706159.966666667,44
2024,October,Asuransi Properti Eum,Asuransi Properti,High,56,413565356.0,120432798604.0,7385095.642857143,47
2024,October,Asuransi Properti Fugit,Asuransi Properti,Medium,53,135689218.0,43806051667.0,2560173.9245283017,44
2024,October,Asuransi Properti Hic,Asuransi Properti,Medium,50,94725352.0,27636071227.0,1894507.04,36
2024,October,Asuransi Properti Illo,Asuransi Properti,High,66,362242785.0,115387132433.0,5488527.045454546,57
