year_actual,month_name,interaction_type,channel,complaint_category,total_interactions,avg_duration,avg_satisfaction,follow_ups_required,avg_resolution_time
2024,November,Keluhan,Social Media,Informasi,15,31.133333333333333,2.7142857142857144,6,82.28571428571429
2024,November,Keluhan,Social Media,Layanan,31,28.967741935483872,3.142857142857143,7,69.71428571428571
2024,November,Keluhan,Social Media,Produk,16,36.5625,3.3636363636363638,7,54.54545454545455
2024,November,Keluhan,Social Media,Proses Klaim,26,32.03846153846154,3.5,7,43.5
2024,November,Keluhan,Social Media,Proses Pembayaran,32,34.34375,3.8823529411764706,11,80.47058823529412
2024,November,Keluhan,Walk-in,Agent,24,39.458333333333336,3.2,7,48.0
2024,November,Keluhan,Walk-in,Harga,26,37.11538461538461,3.210526315789474,11,53.05263157894737
2024,November,Keluhan,Walk-in,Informasi,24,35.5,2.75,9,67.5
2024,November,Keluhan,Walk-in,Layanan,24,35.75,2.642857142857143,10,56.57142857142857
2024,November,Keluhan,Walk-in,Produk,30,38.06666666666667,3.1052631578947367,12,68.21052631578948
2024,November,Keluhan,Walk-in,Proses Klaim,18,30.88888888888889,2.923076923076923,3,73.84615384615384
2024,November,Keluhan,Walk-in,Proses Pembayaran,24,29.666666666666668,2.923076923076923,11,49.84615384615385
2024,November,Keluhan,Website,Agent,36,32.52777777777778,2.9545454545454546,8,65.45454545454545
2024,November,Keluhan,Website,Harga,23,36.08695652173913,3.2941176470588234,7,67.76470588235294
2024,November,Keluhan,Website,Informasi,23,30.47826086956522,2.9473684210526314,5,50.526315789473685
2024,November,Keluhan,Website,Layanan,23,39.21739130434783,2.5625,4,55.5
2024,November,Keluhan,Website,Produk,19,35.36842105263158,3.1666666666666665,4,66.0
2024,November,Keluhan,Website,Proses Klaim,27,39.925925925925924,3.3125,9,58.5
2024,November,Keluhan,Website,Proses Pembayaran,23,34.69565217391305,2.6666666666666665,8,40.0
2024,November,Klaim,Call Center,,167,34.70059880239521,2.8275862068965516,50,57.51724137931034
2024,November,Klaim,Email,,177,35.26553672316384,2.746031746031746,51,66.0952380952381
2024,November,Klaim,Live Chat,,186,34.87096774193548,3.0076335877862594,56,59.908396946564885
2024,November,Klaim,Mobile App,,181,36.0939226519337,2.931297709923664,53,63.02290076335878
2024,November,Klaim,Social Media,,150,36.43333333333333,2.8684210526315788,40,60.63157894736842
2024,November,Klaim,Walk-in,,180,35.361111111111114,2.9696969696969697,51,66.0
2024,November,Klaim,Website,,195,32.205128205128204,3.0875912408759123,60,55.70802919708029
2024,November,Pembatalan Polis,Call Center,,178,16.60674157303371,2.9448818897637796,60,60.28346456692913
2024,November,Pembatalan Polis,Email,,147,16.231292517006803,3.3271028037383177,36,58.3177570093458
2024,November,Pembatalan Polis,Live Chat,,179,16.631284916201118,2.820689655172414,35,60.57931034482758
2024,November,Pembatalan Polis,Mobile App,,182,15.791208791208792,3.3225806451612905,49,63.29032258064516
2024,November,Pembatalan Polis,Social Media,,178,16.634831460674157,2.925619834710744,48,62.87603305785124
2024,November,Pembatalan Polis,Walk-in,,167,16.664670658682635,2.7948717948717947,36,60.1025641025641
2024,November,Pembatalan Polis,Website,,182,17.247252747252748,2.918032786885246,58,62.75409836065574
2024,November,Pembayaran,Call Center,,182,15.901098901098901,2.940677966101695,41,60.40677966101695
2024,November,Pembayaran,Email,,192,16.244791666666668,3.0,63,58.56
2024,November,Pembayaran,Live Chat,,180,15.966666666666667,3.1386861313868613,49,61.13868613138686
2024,November,Pembayaran,Mobile App,,186,17.236559139784948,3.1470588235294117,60,57.1764705882353
2024,November,Pembayaran,Social Media,,175,15.228571428571428,3.133858267716535,53,58.01574803149607
2024,November,Pembayaran,Walk-in,,179,18.776536312849164,2.96875,49,58.5
2024,November,Pembayaran,Website,,173,16.606936416184972,2.7583333333333333,54,55.4
2024,November,Permintaan Informasi,Call Center,,157,17.127388535031848,2.954954954954955,50,56.21621621621622
2024,November,Permintaan Informasi,Email,,168,17.220238095238095,2.9919354838709675,52,61.354838709677416
2024,November,Permintaan Informasi,Live Chat,,172,17.1046511627907,2.8,46,55.68
2024,November,Permintaan Informasi,Mobile App,,173,16.716763005780347,3.016260162601626,53,60.292682926829265
2024,November,Permintaan Informasi,Social Media,,185,16.794594594594596,3.0072992700729926,59,59.56204379562044
2024,November,Permintaan Informasi,Walk-in,,186,16.63978494623656,3.0901639344262297,49,57.83606557377049
2024,November,Permintaan Informasi,Website,,180,16.094444444444445,2.8524590163934427,45,60.19672131147541
2024,November,Pertanyaan,Call Center,,162,15.895061728395062,3.15929203539823,51,60.95575221238938
2024,November,Pertanyaan,Email,,181,16.58011049723757,3.2016806722689077,49,61.91596638655462
2024,November,Pertanyaan,Live Chat,,183,16.24590163934426,2.9193548387096775,54,54.96774193548387
2024,November,Pertanyaan,Mobile App,,184,16.440217391304348,3.1015625,49,61.5
2024,November,Pertanyaan,Social Media,,156,15.653846153846153,2.981818181818182,44,58.69090909090909
2024,November,Pertanyaan,Walk-in,,154,17.227272727272727,2.8584070796460175,51,58.4070796460177
2024,November,Pertanyaan,Website,,164,15.036585365853659,3.088495575221239,52,57.557522123893804
2024,November,Perubahan Data,Call Center,,154,14.883116883116884,2.782608695652174,49,60.93913043478261
2024,November,Perubahan Data,Email,,161,17.229813664596275,2.9344262295081966,57,62.557377049180324
2024,November,Perubahan Data,Live Chat,,169,15.721893491124261,3.0826446280991737,47,58.710743801652896
2024,November,Perubahan Data,Mobile App,,166,16.349397590361445,3.081081081081081,46,62.486486486486484
2024,November,Perubahan Data,Social Media,,179,16.279329608938546,3.072,55,65.472
2024,November,Perubahan Data,Walk-in,,140,16.985714285714284,3.0833333333333335,49,50.75
2024,November,Perubahan Data,Website,,142,16.267605633802816,3.0388349514563107,38,62.44660194174757
2024,October,Keluhan,Call Center,Agent,31,34.70967741935484,3.4,8,67.2
2024,October,Keluhan,Call Center,Harga,29,32.86206896551724,3.75,11,75.0
2024,October,Keluhan,Call Center,Informasi,18,36.05555555555556,3.142857142857143,9,72.0
2024,October,Keluhan,Call Center,Layanan,29,31.689655172413794,3.2272727272727275,5,57.81818181818182
2024,October,Keluhan,Call Center,Produk,20,36.2,3.0,8,46.5
2024,October,Keluhan,Call Center,Proses Klaim,31,36.483870967741936,3.130434782608696,6,60.52173913043478
2024,October,Keluhan,Call Center,Proses Pembayaran,24,31.666666666666668,2.875,6,60.0
2024,October,Keluhan,Email,Agent,23,34.91304347826087,3.263157894736842,11,66.94736842105263
2024,October,Keluhan,Email,Harga,23,39.65217391304348,2.888888888888889,7,70.66666666666667
2024,October,Keluhan,Email,Informasi,17,36.88235294117647,3.0,4,77.14285714285714
2024,October,Keluhan,Email,Layanan,20,29.8,3.076923076923077,6,60.92307692307692
2024,October,Keluhan,Email,Produk,32,34.375,3.4814814814814814,5,48.888888888888886
2024,October,Keluhan,Email,Proses Klaim,30,36.43333333333333,3.3636363636363638,6,55.63636363636363
2024,October,Keluhan,Email,Proses Pembayaran,33,37.0,2.9166666666666665,9,71.0
2024,October,Keluhan,Live Chat,Agent,28,41.42857142857143,3.4,9,63.6
2024,October,Keluhan,Live Chat,Harga,20,36.65,2.857142857142857,7,58.285714285714285
2024,October,Keluhan,Live Chat,Informasi,26,35.46153846153846,2.45,5,64.8
2024,October,Keluhan,Live Chat,Layanan,22,33.86363636363637,3.3125,4,60.0
2024,October,Keluhan,Live Chat,Produk,25,38.48,2.9285714285714284,8,54.857142857142854
2024,October,Keluhan,Live Chat,Proses Klaim,25,37.12,2.9473684210526314,5,50.526315789473685
2024,October,Keluhan,Live Chat,Proses Pembayaran,23,36.65217391304348,3.3125,9,73.5
2024,October,Keluhan,Mobile App,Agent,28,35.107142857142854,2.6,10,37.2
2024,October,Keluhan,Mobile App,Harga,25,34.12,3.25,8,66.0
2024,October,Keluhan,Mobile App,Informasi,46,35.34782608695652,3.111111111111111,11,59.333333333333336
2024,October,Keluhan,Mobile App,Layanan,20,36.35,2.6153846153846154,8,42.46153846153846
2024,October,Keluhan,Mobile App,Produk,24,31.416666666666668,3.25,5,58.8
2024,October,Keluhan,Mobile App,Proses Klaim,23,36.391304347826086,2.7857142857142856,4,48.0
2024,October,Keluhan,Mobile App,Proses Pembayaran,27,33.0,3.375,8,69.0
2024,October,Keluhan,Social Media,Agent,25,33.8,2.736842105263158,6,60.63157894736842
2024,October,Keluhan,Social Media,Harga,16,40.6875,2.923076923076923,4,49.84615384615385
2024,October,Keluhan,Social Media,Informasi,30,33.96666666666667,3.0588235294117645,8,48.0
2024,October,Keluhan,Social Media,Layanan,26,32.15384615384615,2.8125,10,69.0
2024,October,Keluhan,Social Media,Produk,17,30.823529411764707,2.4545454545454546,4,58.90909090909091
2024,October,Keluhan,Social Media,Proses Klaim,30,36.9,3.1739130434782608,7,68.8695652173913
2024,October,Keluhan,Social Media,Proses Pembayaran,18,36.27777777777778,3.1538461538461537,7,40.61538461538461
2024,October,Keluhan,Walk-in,Agent,17,34.94117647058823,2.923076923076923,5,51.69230769230769
2024,October,Keluhan,Walk-in,Harga,26,33.38461538461539,3.0588235294117645,7,60.705882352941174
2024,October,Keluhan,Walk-in,Informasi,23,34.0,3.5,7,65.14285714285714
2024,October,Keluhan,Walk-in,Layanan,27,39.0,3.409090909090909,8,55.63636363636363
2024,October,Keluhan,Walk-in,Produk,25,34.24,3.2,4,49.6
2024,October,Keluhan,Walk-in,Proses Klaim,38,34.0,3.1153846153846154,14,55.38461538461539
2024,October,Keluhan,Walk-in,Proses Pembayaran,30,37.36666666666667,2.45,9,68.4
2024,October,Keluhan,Website,Agent,20,33.85,3.066666666666667,4,64.0
2024,October,Keluhan,Website,Harga,21,35.19047619047619,3.125,4,69.0
2024,October,Keluhan,Website,Informasi,20,33.55,3.6363636363636362,5,50.18181818181818
2024,October,Keluhan,Website,Layanan,31,38.903225806451616,3.055555555555556,9,44.0
2024,October,Keluhan,Website,Produk,25,33.8,3.375,5,67.5
2024,October,Keluhan,Website,Proses Klaim,31,41.096774193548384,2.888888888888889,2,70.66666666666667
2024,October,Keluhan,Website,Proses Pembayaran,29,37.86206896551724,2.444444444444444,8,54.666666666666664
2024,October,Klaim,Call Center,,184,33.02173913043478,2.9926470588235294,74,56.470588235294116
2024,October,Klaim,Email,,177,35.29943502824859,3.2241379310344827,52,61.44827586206897
2024,October,Klaim,Live Chat,,195,33.45641025641026,3.0588235294117645,52,61.411764705882355
2024,October,Klaim,Mobile App,,165,36.806060606060605,2.901639344262295,55,61.967213114754095
2024,October,Klaim,Social Media,,180,32.44444444444444,2.883495145631068,49,65.70873786407768
2024,October,Klaim,Walk-in,,160,34.85,3.111111111111111,48,55.333333333333336
2024,October,Klaim,Website,,184,34.96739130434783,2.96875,55,65.25
2024,October,Pembatalan Polis,Call Center,,170,16.147058823529413,2.982456140350877,49,57.26315789473684
2024,October,Pembatalan Polis,Email,,191,16.7434554973822,2.7786259541984735,63,65.58778625954199
2024,October,Pembatalan Polis,Live Chat,,182,17.060439560439562,2.787878787878788,58,53.27272727272727
2024,October,Pembatalan Polis,Mobile App,,165,16.66060606060606,3.185840707964602,60,64.77876106194691
2024,October,Pembatalan Polis,Social Media,,195,15.856410256410257,2.949640287769784,64,58.35971223021583
2024,October,Pembatalan Polis,Walk-in,,163,16.0920245398773,3.027027027027027,45,58.37837837837838
2024,October,Pembatalan Polis,Website,,172,17.319767441860463,3.142857142857143,54,57.92481203007519
2024,October,Pembayaran,Call Center,,174,17.471264367816094,3.026086956521739,58,59.2695652173913
2024,October,Pembayaran,Email,,183,17.715846994535518,3.0078740157480315,57,54.04724409448819
2024,October,Pembayaran,Live Chat,,186,16.456989247311828,3.246376811594203,52,54.95652173913044
2024,October,Pembayaran,Mobile App,,190,16.53684210526316,3.090225563909774,53,61.714285714285715
2024,October,Pembayaran,Social Media,,180,16.55,2.984251968503937,64,63.68503937007874
2024,October,Pembayaran,Walk-in,,161,16.70186335403727,2.8833333333333333,49,58.2
2024,October,Pembayaran,Website,,195,16.112820512820512,2.8028169014084505,53,60.50704225352113
2024,October,Permintaan Informasi,Call Center,,177,17.70056497175141,2.791304347826087,61,61.356521739130436
2024,October,Permintaan Informasi,Email,,174,15.959770114942529,3.1238938053097347,52,62.442477876106196
2024,October,Permintaan Informasi,Live Chat,,177,16.305084745762713,2.908333333333333,48,63.6
2024,October,Permintaan Informasi,Mobile App,,196,16.331632653061224,3.029850746268657,60,58.208955223880594
2024,October,Permintaan Informasi,Social Media,,168,15.988095238095237,3.1083333333333334,44,62.6
2024,October,Permintaan Informasi,Walk-in,,166,15.656626506024097,3.0925925925925926,44,55.111111111111114
2024,October,Permintaan Informasi,Website,,163,15.828220858895705,2.9910714285714284,48,56.357142857142854
2024,October,Pertanyaan,Call Center,,182,16.675824175824175,3.0923076923076924,56,60.0
2024,October,Pertanyaan,Email,,183,16.382513661202186,3.0396825396825395,61,60.38095238095238
2024,October,Pertanyaan,Live Chat,,180,16.005555555555556,2.8524590163934427,56,62.16393442622951
2024,October,Pertanyaan,Mobile App,,173,17.971098265895954,3.1818181818181817,51,61.09090909090909
2024,October,Pertanyaan,Social Media,,171,16.596491228070175,2.9747899159663866,40,60.90756302521008
2024,October,Pertanyaan,Walk-in,,179,17.743016759776538,2.936,60,62.976
2024,October,Pertanyaan,Website,,174,16.339080459770116,2.908256880733945,53,62.53211009174312
2024,October,Perubahan Data,Call Center,,191,16.79581151832461,3.0217391304347827,60,57.73913043478261
2024,October,Perubahan Data,Email,,168,17.74404761904762,3.0504201680672267,55,64.33613445378151
2024,October,Perubahan Data,Live Chat,,187,17.165775401069517,2.928,58,59.136
2024,October,Perubahan Data,Mobile App,,185,16.124324324324323,3.0078125,54,61.3125
2024,October,Perubahan Data,Social Media,,185,16.794594594594596,2.860655737704918,51,63.9344262295082
2024,October,Perubahan Data,Walk-in,,194,16.18041237113402,3.0,63,57.89312977099237
2024,October,Perubahan Data,Website,,178,15.415730337078651,3.196969696969697,49,57.09090909090909
2024,September,Keluhan,Call Center,Agent,27,32.03703703703704,3.4285714285714284,4,49.714285714285715
2024,September,Keluhan,Call Center,Harga,19,40.05263157894737,2.7142857142857144,4,53.142857142857146
2024,September,Keluhan,Call Center,Informasi,23,36.65217391304348,3.125,5,67.5
2024,September,Keluhan,Call Center,Layanan,24,34.291666666666664,2.6875,10,72.0
2024,September,Keluhan,Call Center,Produk,23,33.52173913043478,2.176470588235294,6,72.0
2024,September,Keluhan,Call Center,Proses Klaim,21,37.23809523809524,3.090909090909091,5,48.0
2024,September,Keluhan,Call Center,Proses Pembayaran,27,32.55555555555556,2.6666666666666665,10,64.0
2024,September,Keluhan,Email,Agent,19,29.105263157894736,2.588235294117647,6,45.1764705882353
2024,September,Keluhan,Email,Harga,28,34.142857142857146,3.3333333333333335,12,58.0
2024,September,Keluhan,Email,Informasi,24,32.875,2.533333333333333,5,54.4
2024,September,Keluhan,Email,Layanan,28,33.607142857142854,3.0,5,63.65217391304348
2024,September,Keluhan,Email,Produk,25,35.2,2.769230769230769,9,55.38461538461539
2024,September,Keluhan,Email,Proses Klaim,19,31.894736842105264,2.8125,4,54.0
2024,September,Keluhan,Email,Proses Pembayaran,25,35.56,2.6363636363636362,6,48.0
2024,September,Keluhan,Live Chat,Agent,19,35.31578947368421,3.3333333333333335,8,56.0
2024,September,Keluhan,Live Chat,Harga,34,34.529411764705884,2.9583333333333335,7,64.0
2024,September,Keluhan,Live Chat,Informasi,23,39.65217391304348,3.142857142857143,5,56.0
2024,September,Keluhan,Live Chat,Layanan,27,39.03703703703704,2.65,7,48.0
2024,September,Keluhan,Live Chat,Produk,24,33.625,2.5,8,52.0
2024,September,Keluhan,Live Chat,Proses Klaim,22,33.81818181818182,3.55,7,66.0
2024,September,Keluhan,Live Chat,Proses Pembayaran,22,34.40909090909091,2.75,6,55.5
2024,September,Keluhan,Mobile App,Agent,24,38.708333333333336,2.5,6,72.0
2024,September,Keluhan,Mobile App,Harga,25,32.64,2.7333333333333334,6,48.0
2024,September,Keluhan,Mobile App,Informasi,32,32.1875,2.9565217391304346,9,65.73913043478261
2024,September,Keluhan,Mobile App,Layanan,25,34.52,3.5,5,39.0
2024,September,Keluhan,Mobile App,Produk,21,35.666666666666664,2.6,3,64.0
2024,September,Keluhan,Mobile App,Proses Klaim,25,32.44,2.4,6,54.4
2024,September,Keluhan,Mobile App,Proses Pembayaran,27,35.03703703703704,2.761904761904762,5,61.714285714285715
2024,September,Keluhan,Social Media,Agent,26,37.53846153846154,3.75,4,60.0
2024,September,Keluhan,Social Media,Harga,23,27.52173913043478,2.7142857142857144,9,78.85714285714286
2024,September,Keluhan,Social Media,Informasi,27,39.03703703703704,3.055555555555556,8,73.33333333333333
2024,September,Keluhan,Social Media,Layanan,22,40.45454545454545,2.875,4,66.0
2024,September,Keluhan,Social Media,Produk,21,40.095238095238095,2.7058823529411766,8,57.88235294117647
2024,September,Keluhan,Social Media,Proses Klaim,28,34.07142857142857,3.409090909090909,7,56.72727272727273
2024,September,Keluhan,Social Media,Proses Pembayaran,17,30.647058823529413,2.076923076923077,7,44.30769230769231
2024,September,Keluhan,Walk-in,Agent,16,34.25,2.909090909090909,4,54.54545454545455
2024,September,Keluhan,Walk-in,Harga,21,40.23809523809524,3.0714285714285716,3,56.57142857142857
2024,September,Keluhan,Walk-in,Informasi,25,32.56,2.736842105263158,3,42.94736842105263
2024,September,Keluhan,Walk-in,Layanan,32,34.09375,3.076923076923077,9,64.61538461538461
2024,September,Keluhan,Walk-in,Produk,36,35.666666666666664,2.9583333333333335,8,66.0
2024,September,Keluhan,Walk-in,Proses Klaim,17,34.1764705882353,3.0833333333333335,7,70.0
2024,September,Keluhan,Walk-in,Proses Pembayaran,24,35.666666666666664,2.9523809523809526,8,62.857142857142854
2024,September,Keluhan,Website,Agent,29,35.86206896551724,3.6,12,69.6
2024,September,Keluhan,Website,Harga,22,37.54545454545455,2.7272727272727275,11,58.90909090909091
2024,September,Keluhan,Website,Informasi,29,31.82758620689655,2.9565217391304346,4,59.47826086956522
2024,September,Keluhan,Website,Layanan,27,31.185185185185187,3.1052631578947367,5,74.52631578947368
2024,September,Keluhan,Website,Produk,17,35.0,3.4615384615384617,3,59.07692307692308
2024,September,Keluhan,Website,Proses Klaim,21,38.42857142857143,2.533333333333333,7,46.4
2024,September,Keluhan,Website,Proses Pembayaran,31,40.806451612903224,2.7142857142857144,8,53.714285714285715
2024,September,Klaim,Call Center,,166,35.72289156626506,3.0578512396694215,41,59.30578512396694
2024,September,Klaim,Email,,159,34.76729559748428,2.84070796460177,42,57.982300884955755
2024,September,Klaim,Live Chat,,192,34.390625,2.948148148148148,55,62.4
2024,September,Klaim,Mobile App,,179,34.486033519553075,3.185840707964602,57,54.796460176991154
2024,September,Klaim,Social Media,,167,36.73053892215569,3.062992125984252,57,72.0
2024,September,Klaim,Walk-in,,163,34.938650306748464,2.7788461538461537,52,58.15384615384615
2024,September,Klaim,Website,,165,37.515151515151516,3.1926605504587156,45,62.972477064220186
2024,September,Pembatalan Polis,Call Center,,168,17.291666666666668,3.1297709923664123,42,66.68702290076335
2024,September,Pembatalan Polis,Email,,178,15.741573033707866,3.1048387096774195,46,60.96774193548387
2024,September,Pembatalan Polis,Live Chat,,175,17.365714285714287,2.991304347826087,46,61.77391304347826
2024,September,Pembatalan Polis,Mobile App,,176,16.829545454545453,3.054263565891473,63,61.2093023255814
2024,September,Pembatalan Polis,Social Media,,197,16.766497461928935,3.15748031496063,74,70.2992125984252
2024,September,Pembatalan Polis,Walk-in,,181,16.2707182320442,3.2857142857142856,55,62.97744360902256
2024,September,Pembatalan Polis,Website,,167,16.74251497005988,3.128440366972477,50,55.26605504587156
2024,September,Pembayaran,Call Center,,159,16.31446540880503,2.843137254901961,46,48.470588235294116
2024,September,Pembayaran,Email,,162,16.333333333333332,2.890909090909091,47,67.41818181818182
2024,September,Pembayaran,Live Chat,,182,15.857142857142858,3.006993006993007,60,56.39160839160839
2024,September,Pembayaran,Mobile App,,184,16.03804347826087,2.9126984126984126,62,57.142857142857146
2024,September,Pembayaran,Social Media,,170,16.158823529411766,3.221311475409836,44,55.868852459016395
2024,September,Pembayaran,Walk-in,,167,15.131736526946108,3.1333333333333333,48,58.2
2024,September,Pembayaran,Website,,154,16.40909090909091,2.854368932038835,47,62.213592233009706
2024,September,Permintaan Informasi,Call Center,,144,15.645833333333334,2.97,45,63.6
2024,September,Permintaan Informasi,Email,,184,15.625,3.0317460317460316,46,59.42857142857143
2024,September,Permintaan Informasi,Live Chat,,173,16.473988439306357,2.8852459016393444,46,70.22950819672131
2024,September,Permintaan Informasi,Mobile App,,169,17.011834319526628,2.9565217391304346,53,51.96521739130435
2024,September,Permintaan Informasi,Social Media,,182,15.401098901098901,2.9491525423728815,61,67.11864406779661
2024,September,Permintaan Informasi,Walk-in,,193,16.854922279792746,2.984848484848485,50,58.0
2024,September,Permintaan Informasi,Website,,164,16.134146341463413,2.9369369369369367,37,61.62162162162162
2024,September,Pertanyaan,Call Center,,166,16.837349397590362,3.178861788617886,54,57.951219512195124
2024,September,Pertanyaan,Email,,202,16.613861386138613,2.9689922480620154,54,58.604651162790695
2024,September,Pertanyaan,Live Chat,,163,17.190184049079754,2.857142857142857,52,59.357142857142854
2024,September,Pertanyaan,Mobile App,,155,15.76774193548387,2.849056603773585,49,62.490566037735846
2024,September,Pertanyaan,Social Media,,158,15.556962025316455,2.915254237288136,57,58.3728813559322
2024,September,Pertanyaan,Walk-in,,173,16.387283236994218,3.15929203539823,60,62.017699115044245
2024,September,Pertanyaan,Website,,179,17.307262569832403,2.9193548387096775,49,64.83870967741936
2024,September,Perubahan Data,Call Center,,151,16.549668874172184,3.064814814814815,37,59.77777777777778
2024,September,Perubahan Data,Email,,158,17.71518987341772,3.123809523809524,53,58.51428571428571
2024,September,Perubahan Data,Live Chat,,165,15.806060606060607,3.0088495575221237,59,59.68141592920354
2024,September,Perubahan Data,Mobile App,,163,18.12883435582822,3.2830188679245285,47,56.15094339622642
2024,September,Perubahan Data,Social Media,,151,17.033112582781456,3.0377358490566038,53,62.264150943396224
2024,September,Perubahan Data,Walk-in,,167,16.79640718562874,2.966386554621849,47,63.73109243697479
2024,September,Perubahan Data,Website,,178,16.191011235955056,3.1746031746031744,51,57.904761904761905
2025,April,Keluhan,Call Center,Agent,23,39.30434782608695,3.4,7,56.0
2025,April,Keluhan,Call Center,Harga,31,36.483870967741936,3.2,7,56.64
2025,April,Keluhan,Call Center,Informasi,21,35.333333333333336,3.066666666666667,8,65.6
2025,April,Keluhan,Call Center,Layanan,30,32.666666666666664,3.4761904761904763,10,52.57142857142857
2025,April,Keluhan,Call Center,Produk,25,33.6,2.95,6,52.8
2025,April,Keluhan,Call Center,Proses Klaim,24,39.458333333333336,2.8666666666666667,4,54.4
2025,April,Keluhan,Call Center,Proses Pembayaran,17,35.588235294117645,3.1818181818181817,6,52.36363636363637
2025,April,Keluhan,Email,Agent,20,30.3,3.142857142857143,9,46.285714285714285
2025,April,Keluhan,Email,Harga,26,35.0,2.888888888888889,7,61.333333333333336
2025,April,Keluhan,Email,Informasi,17,36.35294117647059,3.0,4,56.0
2025,April,Keluhan,Email,Layanan,16,39.375,3.6363636363636362,8,61.09090909090909
2025,April,Keluhan,Email,Produk,30,36.1,2.8947368421052633,12,72.0
2025,April,Keluhan,Email,Proses Klaim,24,39.833333333333336,2.4375,5,63.0
2025,April,Keluhan,Email,Proses Pembayaran,26,30.03846153846154,2.944444444444444,5,53.333333333333336
2025,April,Keluhan,Live Chat,Agent,22,34.31818181818182,2.8666666666666667,5,60.8
2025,April,Keluhan,Live Chat,Harga,21,36.57142857142857,2.857142857142857,2,75.42857142857143
2025,April,Keluhan,Live Chat,Informasi,23,35.608695652173914,3.142857142857143,8,42.857142857142854
2025,April,Keluhan,Live Chat,Layanan,29,36.51724137931034,2.64,9,64.32
2025,April,Keluhan,Live Chat,Produk,20,40.15,2.857142857142857,6,48.0
2025,April,Keluhan,Live Chat,Proses Klaim,21,35.57142857142857,2.625,8,55.5
2025,April,Keluhan,Live Chat,Proses Pembayaran,23,38.869565217391305,2.9411764705882355,10,73.41176470588235
2025,April,Keluhan,Mobile App,Agent,24,35.875,3.1538461538461537,9,66.46153846153847
2025,April,Keluhan,Mobile App,Harga,19,35.68421052631579,3.1818181818181817,7,61.09090909090909
2025,April,Keluhan,Mobile App,Informasi,19,40.94736842105263,2.5714285714285716,6,63.42857142857143
2025,April,Keluhan,Mobile App,Layanan,30,38.733333333333334,2.6521739130434785,5,60.52173913043478
2025,April,Keluhan,Mobile App,Produk,38,34.05263157894737,3.2413793103448274,12,50.48275862068966
2025,April,Keluhan,Mobile App,Proses Klaim,20,37.55,3.6666666666666665,8,68.8
2025,April,Keluhan,Mobile App,Proses Pembayaran,25,29.48,2.9473684210526314,9,69.47368421052632
2025,April,Keluhan,Social Media,Agent,17,39.411764705882355,3.3,5,64.8
2025,April,Keluhan,Social Media,Harga,18,35.22222222222222,2.8,4,60.0
2025,April,Keluhan,Social Media,Informasi,25,36.0,2.3529411764705883,7,52.23529411764706
2025,April,Keluhan,Social Media,Layanan,27,32.888888888888886,3.15,3,61.2
2025,April,Keluhan,Social Media,Produk,32,36.5625,3.125,11,55.0
2025,April,Keluhan,Social Media,Proses Klaim,26,32.57692307692308,3.0476190476190474,8,66.28571428571429
2025,April,Keluhan,Social Media,Proses Pembayaran,28,32.857142857142854,3.0952380952380953,6,62.857142857142854
2025,April,Keluhan,Walk-in,Agent,21,41.04761904761905,3.3125,5,55.5
2025,April,Keluhan,Walk-in,Harga,22,31.863636363636363,3.2941176470588234,8,73.41176470588235
2025,April,Keluhan,Walk-in,Informasi,25,35.12,3.125,7,46.5
2025,April,Keluhan,Walk-in,Layanan,29,32.89655172413793,2.6956521739130435,10,48.0
2025,April,Keluhan,Walk-in,Produk,25,38.84,3.3529411764705883,3,48.0
2025,April,Keluhan,Walk-in,Proses Klaim,20,33.85,3.2941176470588234,9,55.05882352941177
2025,April,Keluhan,Walk-in,Proses Pembayaran,25,35.72,2.5294117647058822,6,72.0
2025,April,Keluhan,Website,Agent,31,33.41935483870968,2.6956521739130435,16,62.608695652173914
2025,April,Keluhan,Website,Harga,23,33.78260869565217,2.9411764705882355,7,72.0
2025,April,Keluhan,Website,Informasi,16,25.3125,2.2727272727272725,2,54.54545454545455
2025,April,Keluhan,Website,Layanan,29,39.0,2.875,12,60.0
2025,April,Keluhan,Website,Produk,24,31.458333333333332,2.736842105263158,9,63.1578947368421
2025,April,Keluhan,Website,Proses Klaim,24,37.291666666666664,3.1,8,64.8
2025,April,Keluhan,Website,Proses Pembayaran,26,36.38461538461539,2.7777777777777777,8,64.0
2025,April,Klaim,Call Center,,181,34.38121546961326,3.015748031496063,49,62.74015748031496
2025,April,Klaim,Email,,165,35.157575757575756,3.0403225806451615,49,61.16129032258065
2025,April,Klaim,Live Chat,,162,35.32716049382716,2.950413223140496,37,56.52892561983471
2025,April,Klaim,Mobile App,,187,34.11229946524064,2.8666666666666667,52,64.53333333333333
2025,April,Klaim,Social Media,,173,34.84393063583815,3.111111111111111,56,62.35897435897436
2025,April,Klaim,Walk-in,,171,34.01169590643275,3.0,56,58.56
2025,April,Klaim,Website,,169,33.023668639053255,3.1166666666666667,53,60.8
2025,April,Pembatalan Polis,Call Center,,163,17.300613496932517,2.944444444444444,45,57.55555555555556
2025,April,Pembatalan Polis,Email,,183,17.10928961748634,3.246153846153846,55,61.66153846153846
2025,April,Pembatalan Polis,Live Chat,,174,16.873563218390803,3.2410714285714284,61,59.785714285714285
2025,April,Pembatalan Polis,Mobile App,,152,17.973684210526315,2.963963963963964,38,58.5945945945946
2025,April,Pembatalan Polis,Social Media,,165,17.33939393939394,3.0,53,62.048780487804876
