year_actual,month_name,claim_type,nama_product,jenis_product,total_claims,total_claim_amount,total_approved_amount,avg_processing_days,rejected_claims,rejection_rate
2024,July,Scholarship,Asuransi Pendidikan Minima,Asuransi Pendidikan,11,15209330298.0,12043638007.0,14.545454545454545,0,0.0
2024,July,Scholarship,Asuransi Pendidikan Natus,Asuransi Pendidikan,5,6309673769.0,1669297217.0,22.4,1,20.0
2024,July,Scholarship,Asuransi Pendidikan Nobis,Asuransi Pendidikan,5,3834944829.0,2001052204.0,17.8,0,0.0
2024,July,Scholarship,Asuransi Pendidikan Nulla,Asuransi Pendidikan,8,15479458590.0,7676321978.0,15.5,2,25.0
2024,July,Scholarship,Asuransi Pendidikan Occaecati,Asuransi Pendidikan,10,3247894599.0,1887582599.0,17.6,2,20.0
2024,July,Scholarship,Asuransi Pendidikan Odio,Asuransi Pendidikan,8,7443601654.0,4836090275.0,15.5,0,0.0
2024,July,Scholarship,Asuransi Pendidikan Odit,Asuransi Pendidikan,9,5781190616.0,3706637330.0,22.666666666666668,1,11.11111111111111
2024,July,Scholarship,Asuransi Pendidikan Praesentium,Asuransi Pendidikan,5,5447667465.0,5447667465.0,14.8,0,0.0
2024,July,Scholarship,Asuransi Pendidikan Quasi,Asuransi Pendidikan,4,4786770171.0,2305509450.0,20.0,1,25.0
2024,July,Scholarship,Asuransi Pendidikan Qui,Asuransi Pendidikan,10,6573232102.0,6020393659.0,20.0,0,0.0
2024,July,Scholarship,Asuransi Pendidikan Quod,Asuransi Pendidikan,10,18097316029.0,12168867506.0,15.7,1,10.0
2024,July,Scholarship,Asuransi Pendidikan Recusandae,Asuransi Pendidikan,4,1622540501.0,1622540501.0,9.5,0,0.0
2024,July,Scholarship,Asuransi Pendidikan Similique,Asuransi Pendidikan,6,1176019236.0,664521777.0,16.333333333333332,1,16.666666666666664
2024,July,Scholarship,Asuransi Pendidikan Sunt,Asuransi Pendidikan,10,15555545124.0,3669457672.0,16.9,2,20.0
2024,July,Scholarship,Asuransi Pendidikan Suscipit,Asuransi Pendidikan,13,2127338030.0,740160023.0,15.923076923076923,3,23.076923076923077
2024,July,Scholarship,Asuransi Pendidikan Veritatis,Asuransi Pendidikan,11,7468647647.0,4851028608.0,11.909090909090908,0,0.0
2024,July,Scholarship,Asuransi Pendidikan Voluptatem,Asuransi Pendidikan,14,13805732330.0,4681595173.0,16.714285714285715,2,14.285714285714285
2024,July,Surgery,Asuransi Kesehatan Adipisci,Asuransi Kesehatan,5,6089914109.0,5734158504.0,18.8,0,0.0
2024,July,Surgery,Asuransi Kesehatan Animi,Asuransi Kesehatan,8,7699041926.0,5299536242.0,14.0,1,12.5
2024,July,Surgery,Asuransi Kesehatan Aut,Asuransi Kesehatan,10,10234103763.0,6896544171.0,11.2,0,0.0
2024,July,Surgery,Asuransi Kesehatan Blanditiis,Asuransi Kesehatan,3,2178292016.0,2178292016.0,10.333333333333334,0,0.0
2024,July,Surgery,Asuransi Kesehatan Cupiditate,Asuransi Kesehatan,7,4378375801.0,4244586326.0,7.0,1,14.285714285714285
2024,July,Surgery,Asuransi Kesehatan Distinctio,Asuransi Kesehatan,8,7565060905.0,1330030461.0,8.125,1,12.5
2024,July,Surgery,Asuransi Kesehatan Eaque,Asuransi Kesehatan,7,7622732498.0,6452741679.0,9.714285714285714,0,0.0
2024,July,Surgery,Asuransi Kesehatan Eligendi,Asuransi Kesehatan,10,8736297151.0,5260884225.0,16.6,2,20.0
2024,July,Surgery,Asuransi Kesehatan Eum,Asuransi Kesehatan,7,5560265862.0,743840078.0,20.428571428571427,2,28.57142857142857
2024,July,Surgery,Asuransi Kesehatan Ex,Asuransi Kesehatan,16,12182864293.0,5263174166.0,12.3125,3,18.75
2024,July,Surgery,Asuransi Kesehatan Excepturi,Asuransi Kesehatan,7,6960554333.0,2771004248.0,11.0,2,28.57142857142857
2024,July,Surgery,Asuransi Kesehatan Officia,Asuransi Kesehatan,6,1645885134.0,1645885134.0,13.666666666666666,0,0.0
2024,July,Surgery,Asuransi Kesehatan Officiis,Asuransi Kesehatan,24,17092688867.0,11969492375.0,15.375,2,8.333333333333332
2024,July,Surgery,Asuransi Kesehatan Optio,Asuransi Kesehatan,6,3471413314.0,280138682.0,13.166666666666666,1,16.666666666666664
2024,July,Surgery,Asuransi Kesehatan Soluta,Asuransi Kesehatan,5,1572496246.0,1572496246.0,12.0,0,0.0
2024,July,Surgery,Asuransi Kesehatan Suscipit,Asuransi Kesehatan,12,5195724853.0,3244880549.0,16.0,1,8.333333333333332
2024,July,Surgery,Asuransi Kesehatan Veniam,Asuransi Kesehatan,9,4561960903.0,2421674787.0,10.88888888888889,0,0.0
2024,July,Terminal Illness,Asuransi Jiwa Accusantium,Asuransi Jiwa,3,2314102400.0,2314102400.0,20.0,0,0.0
2024,July,Terminal Illness,Asuransi Jiwa Consectetur,Asuransi Jiwa,7,5721719442.0,2767110522.0,13.0,4,57.14285714285714
2024,July,Terminal Illness,Asuransi Jiwa Corrupti,Asuransi Jiwa,5,5478155957.0,2039613009.0,14.8,0,0.0
2024,July,Terminal Illness,Asuransi Jiwa Dicta,Asuransi Jiwa,4,4420072557.0,2978516336.0,18.25,0,0.0
2024,July,Terminal Illness,Asuransi Jiwa Dolor,Asuransi Jiwa,6,4843700444.0,2802061872.0,8.833333333333334,0,0.0
2024,July,Terminal Illness,Asuransi Jiwa Explicabo,Asuransi Jiwa,9,8530725329.0,4953502097.0,21.11111111111111,2,22.22222222222222
2024,July,Terminal Illness,Asuransi Jiwa Fugiat,Asuransi Jiwa,11,1328752227.0,523533384.0,18.454545454545453,1,9.090909090909092
2024,July,Terminal Illness,Asuransi Jiwa Impedit,Asuransi Jiwa,9,13343688679.0,3901843014.0,17.0,0,0.0
2024,July,Terminal Illness,Asuransi Jiwa Ipsum,Asuransi Jiwa,7,311392729.0,131376727.0,16.571428571428573,1,14.285714285714285
2024,July,Terminal Illness,Asuransi Jiwa Iure,Asuransi Jiwa,8,4194156271.0,2386989740.0,13.75,1,12.5
2024,July,Terminal Illness,Asuransi Jiwa Libero,Asuransi Jiwa,10,5176963828.0,1948120445.0,16.8,0,0.0
2024,July,Terminal Illness,Asuransi Jiwa Nam,Asuransi Jiwa,3,4203916480.0,880266590.0,21.0,0,0.0
2024,July,Terminal Illness,Asuransi Jiwa Neque,Asuransi Jiwa,5,515664467.0,100320022.0,16.4,1,20.0
2024,July,Terminal Illness,Asuransi Jiwa Nisi,Asuransi Jiwa,10,4197780141.0,2924921702.0,13.9,2,20.0
2024,July,Terminal Illness,Asuransi Jiwa Nostrum,Asuransi Jiwa,12,6211992463.0,4505654043.0,19.416666666666668,2,16.666666666666664
2024,July,Terminal Illness,Asuransi Jiwa Odit,Asuransi Jiwa,13,5804624686.0,2689598478.0,17.76923076923077,2,15.384615384615385
2024,July,Terminal Illness,Asuransi Jiwa Officia,Asuransi Jiwa,11,1226678396.0,693477484.0,16.181818181818183,0,0.0
2024,July,Terminal Illness,Asuransi Jiwa Omnis,Asuransi Jiwa,5,9213929461.0,6865901063.0,23.2,0,0.0
2024,July,Terminal Illness,Asuransi Jiwa Perspiciatis,Asuransi Jiwa,13,2836866151.0,2062388572.0,11.76923076923077,1,7.6923076923076925
2024,July,Terminal Illness,Asuransi Jiwa Quo,Asuransi Jiwa,5,3483724364.0,1377409475.0,17.4,0,0.0
2024,July,Terminal Illness,Asuransi Jiwa Rerum,Asuransi Jiwa,8,11093147092.0,5867909028.0,17.625,1,12.5
2024,July,Terminal Illness,Asuransi Jiwa Tempore,Asuransi Jiwa,6,3877141519.0,2878062097.0,17.0,1,16.666666666666664
2024,July,Terminal Illness,Asuransi Jiwa Ut,Asuransi Jiwa,7,5325820270.0,1775050157.0,14.0,0,0.0
2024,July,Terminal Illness,Asuransi Jiwa Veritatis,Asuransi Jiwa,6,8520348261.0,4984082437.0,15.333333333333334,0,0.0
2024,July,Terminal Illness,Asuransi Jiwa Voluptates,Asuransi Jiwa,3,1616642766.0,,9.666666666666666,1,33.33333333333333
2024,July,Theft,Asuransi Kendaraan Consequatur,Asuransi Kendaraan,5,3588519090.0,2682387630.0,13.8,1,20.0
2024,July,Theft,Asuransi Kendaraan Dolorum,Asuransi Kendaraan,10,5109174728.0,2735605897.0,17.2,1,10.0
2024,July,Theft,Asuransi Kendaraan Facilis,Asuransi Kendaraan,7,7666246390.0,7666246390.0,14.285714285714286,0,0.0
2024,July,Theft,Asuransi Kendaraan Harum,Asuransi Kendaraan,10,9091342145.0,6213710712.0,15.3,2,20.0
2024,July,Theft,Asuransi Kendaraan In,Asuransi Kendaraan,6,4168919005.0,2949479038.0,13.833333333333334,0,0.0
2024,July,Theft,Asuransi Kendaraan Ipsa,Asuransi Kendaraan,6,4229655776.0,2701208486.0,20.5,0,0.0
2024,July,Theft,Asuransi Kendaraan Officiis,Asuransi Kendaraan,9,12588245262.0,10634948315.0,16.22222222222222,1,11.11111111111111
2024,July,Theft,Asuransi Kendaraan Omnis,Asuransi Kendaraan,4,2300845294.0,741421649.0,14.75,2,50.0
2024,July,Theft,Asuransi Kendaraan Quasi,Asuransi Kendaraan,7,2696997934.0,1425154036.0,20.142857142857142,0,0.0
2024,July,Theft,Asuransi Kendaraan Quis,Asuransi Kendaraan,7,6682773486.0,5452492044.0,18.428571428571427,0,0.0
2024,July,Theft,Asuransi Kendaraan Quo,Asuransi Kendaraan,6,7673112518.0,3916395203.0,16.666666666666668,1,16.666666666666664
2024,July,Theft,Asuransi Kendaraan Tempore,Asuransi Kendaraan,7,6325104340.0,2124198854.0,20.428571428571427,0,0.0
2024,July,Theft,Asuransi Kendaraan Ullam,Asuransi Kendaraan,8,3977352952.0,2099131766.0,13.625,0,0.0
2024,July,Theft,Asuransi Kendaraan Vel,Asuransi Kendaraan,10,1216827377.0,822234185.0,14.7,2,20.0
2024,July,Theft,Asuransi Kendaraan Voluptatibus,Asuransi Kendaraan,7,11880314799.0,9459055966.0,16.285714285714285,0,0.0
2024,July,Theft,Asuransi Kendaraan Voluptatum,Asuransi Kendaraan,3,1973372023.0,,24.666666666666668,0,0.0
2024,July,Theft,Asuransi Properti Aspernatur,Asuransi Properti,8,5442050081.0,4660164172.0,20.625,1,12.5
2024,July,Theft,Asuransi Properti Eligendi,Asuransi Properti,8,223522277.0,149540303.0,11.25,0,0.0
2024,July,Theft,Asuransi Properti Error,Asuransi Properti,7,8033342831.0,3988673036.0,12.714285714285714,1,14.285714285714285
2024,July,Theft,Asuransi Properti Eum,Asuransi Properti,9,7941797482.0,5742666696.0,17.333333333333332,0,0.0
2024,July,Theft,Asuransi Properti Fugit,Asuransi Properti,8,2680829889.0,2153637078.0,18.375,0,0.0
2024,July,Theft,Asuransi Properti Hic,Asuransi Properti,12,3515347542.0,1104798439.0,15.333333333333334,2,16.666666666666664
2024,July,Theft,Asuransi Properti Illo,Asuransi Properti,5,8841409348.0,8157166634.0,9.0,0,0.0
2024,July,Theft,Asuransi Properti Quidem,Asuransi Properti,3,3448310254.0,3184082931.0,16.333333333333332,1,33.33333333333333
2024,July,Theft,Asuransi Properti Quod,Asuransi Properti,4,3858994382.0,1600773662.0,9.25,0,0.0
2024,July,Theft,Asuransi Properti Sapiente,Asuransi Properti,4,3919789521.0,2007841868.0,6.25,0,0.0
2024,July,Theft,Asuransi Properti Soluta,Asuransi Properti,10,7366679248.0,3729022629.0,11.6,2,20.0
2024,July,Theft,Asuransi Properti Suscipit,Asuransi Properti,10,1110738880.0,680832332.0,13.6,3,30.0
2024,July,Theft,Asuransi Properti Ullam,Asuransi Properti,9,2653672673.0,1420447543.0,14.0,0,0.0
2024,July,Third Party Liability,Asuransi Kendaraan Consequatur,Asuransi Kendaraan,7,3032014267.0,976127110.0,8.714285714285714,2,28.57142857142857
2024,July,Third Party Liability,Asuransi Kendaraan Dolorum,Asuransi Kendaraan,5,1242782622.0,420723984.0,20.0,2,40.0
2024,July,Third Party Liability,Asuransi Kendaraan Facilis,Asuransi Kendaraan,5,4652505319.0,4453311954.0,18.0,0,0.0
2024,July,Third Party Liability,Asuransi Kendaraan Harum,Asuransi Kendaraan,6,9236114943.0,7658241345.0,16.0,1,16.666666666666664
2024,July,Third Party Liability,Asuransi Kendaraan In,Asuransi Kendaraan,7,3547618338.0,3547618338.0,13.714285714285714,0,0.0
2024,July,Third Party Liability,Asuransi Kendaraan Ipsa,Asuransi Kendaraan,15,14627683297.0,9902165609.0,17.733333333333334,1,6.666666666666667
2024,July,Third Party Liability,Asuransi Kendaraan Officiis,Asuransi Kendaraan,8,8307031413.0,2037168894.0,16.75,1,12.5
2024,July,Third Party Liability,Asuransi Kendaraan Omnis,Asuransi Kendaraan,11,9359958185.0,7193158574.0,15.545454545454545,1,9.090909090909092
2024,July,Third Party Liability,Asuransi Kendaraan Quasi,Asuransi Kendaraan,9,8073954834.0,7562455687.0,16.77777777777778,1,11.11111111111111
2024,July,Third Party Liability,Asuransi Kendaraan Quis,Asuransi Kendaraan,10,11441441693.0,4880648532.0,16.4,1,10.0
2024,July,Third Party Liability,Asuransi Kendaraan Quo,Asuransi Kendaraan,10,5401038225.0,3475990657.0,20.6,1,10.0
2024,July,Third Party Liability,Asuransi Kendaraan Tempore,Asuransi Kendaraan,4,816308345.0,226372952.0,17.25,2,50.0
2024,July,Third Party Liability,Asuransi Kendaraan Ullam,Asuransi Kendaraan,7,3692309144.0,2524066651.0,18.714285714285715,0,0.0
2024,July,Third Party Liability,Asuransi Kendaraan Vel,Asuransi Kendaraan,5,1087715166.0,877408070.0,17.4,0,0.0
2024,July,Third Party Liability,Asuransi Kendaraan Voluptatibus,Asuransi Kendaraan,5,6932606670.0,2274308274.0,20.6,0,0.0
2024,July,Third Party Liability,Asuransi Kendaraan Voluptatum,Asuransi Kendaraan,10,4271718209.0,3475837079.0,13.6,0,0.0
2024,July,Total Loss,Asuransi Kendaraan Consequatur,Asuransi Kendaraan,4,8200923203.0,5694611067.0,8.25,1,25.0
2024,July,Total Loss,Asuransi Kendaraan Dolorum,Asuransi Kendaraan,3,1372001015.0,246517924.0,11.666666666666666,0,0.0
2024,July,Total Loss,Asuransi Kendaraan Facilis,Asuransi Kendaraan,11,8087622137.0,6839713681.0,15.272727272727273,1,9.090909090909092
2024,July,Total Loss,Asuransi Kendaraan Harum,Asuransi Kendaraan,2,460542539.0,170230627.0,22.0,0,0.0
2024,July,Total Loss,Asuransi Kendaraan In,Asuransi Kendaraan,4,2064939648.0,1462370383.0,14.75,0,0.0
2024,July,Total Loss,Asuransi Kendaraan Ipsa,Asuransi Kendaraan,7,8808689280.0,7716513538.0,10.0,0,0.0
2024,July,Total Loss,Asuransi Kendaraan Officiis,Asuransi Kendaraan,7,7750970903.0,5262451972.0,11.428571428571429,2,28.57142857142857
2024,July,Total Loss,Asuransi Kendaraan Omnis,Asuransi Kendaraan,7,3157987248.0,2492393217.0,15.142857142857142,1,14.285714285714285
2024,July,Total Loss,Asuransi Kendaraan Quasi,Asuransi Kendaraan,5,3172998926.0,1332726800.0,14.6,0,0.0
2024,July,Total Loss,Asuransi Kendaraan Quis,Asuransi Kendaraan,7,8832740825.0,3139711554.0,13.714285714285714,1,14.285714285714285
2024,July,Total Loss,Asuransi Kendaraan Quo,Asuransi Kendaraan,3,4101747982.0,1333678474.0,12.333333333333334,0,0.0
2024,July,Total Loss,Asuransi Kendaraan Tempore,Asuransi Kendaraan,4,2409731378.0,1320277091.0,10.75,0,0.0
2024,July,Total Loss,Asuransi Kendaraan Ullam,Asuransi Kendaraan,7,3148735139.0,932114747.0,14.428571428571429,2,28.57142857142857
2024,July,Total Loss,Asuransi Kendaraan Vel,Asuransi Kendaraan,7,912532944.0,623583081.0,23.285714285714285,0,0.0
2024,July,Total Loss,Asuransi Kendaraan Voluptatibus,Asuransi Kendaraan,6,6876433695.0,6392356768.0,18.333333333333332,1,16.666666666666664
2024,July,Total Loss,Asuransi Kendaraan Voluptatum,Asuransi Kendaraan,9,4242524734.0,2806848854.0,21.555555555555557,2,22.22222222222222
2024,November,Accident,Asuransi Kendaraan Consequatur,Asuransi Kendaraan,9,6077223035.0,3760514856.0,17.77777777777778,0,0.0
2024,November,Accident,Asuransi Kendaraan Dolorum,Asuransi Kendaraan,16,8650492089.0,4503630005.0,16.8125,2,12.5
2024,November,Accident,Asuransi Kendaraan Facilis,Asuransi Kendaraan,15,9706341810.0,6352159732.0,13.133333333333333,0,0.0
2024,November,Accident,Asuransi Kendaraan Harum,Asuransi Kendaraan,19,22256880604.0,13757499976.0,15.947368421052632,1,5.263157894736842
2024,November,Accident,Asuransi Kendaraan In,Asuransi Kendaraan,12,18251575871.0,14958691830.0,16.416666666666668,2,16.666666666666664
2024,November,Accident,Asuransi Kendaraan Ipsa,Asuransi Kendaraan,8,4332882798.0,3940837670.0,11.25,0,0.0
2024,November,Accident,Asuransi Kendaraan Officiis,Asuransi Kendaraan,14,18837635178.0,16025972662.0,15.428571428571429,1,7.142857142857142
2024,November,Accident,Asuransi Kendaraan Omnis,Asuransi Kendaraan,16,12907716339.0,7082576414.0,16.75,1,6.25
2024,November,Accident,Asuransi Kendaraan Quasi,Asuransi Kendaraan,9,6390324445.0,2735651901.0,16.444444444444443,1,11.11111111111111
2024,November,Accident,Asuransi Kendaraan Quis,Asuransi Kendaraan,16,18584779915.0,12062208454.0,16.625,1,6.25
2024,November,Accident,Asuransi Kendaraan Quo,Asuransi Kendaraan,11,10125767280.0,6502178230.0,14.545454545454545,1,9.090909090909092
2024,November,Accident,Asuransi Kendaraan Tempore,Asuransi Kendaraan,7,2193372784.0,2002568479.0,19.142857142857142,0,0.0
2024,November,Accident,Asuransi Kendaraan Ullam,Asuransi Kendaraan,20,9712717671.0,7712331839.0,17.7,1,5.0
2024,November,Accident,Asuransi Kendaraan Vel,Asuransi Kendaraan,13,2329539901.0,1618045703.0,17.923076923076923,0,0.0
2024,November,Accident,Asuransi Kendaraan Voluptatibus,Asuransi Kendaraan,12,12476943621.0,8954234203.0,16.833333333333332,3,25.0
2024,November,Accident,Asuransi Kendaraan Voluptatum,Asuransi Kendaraan,15,7152290872.0,2901026440.0,14.2,0,0.0
2024,November,Critical Illness,Asuransi Jiwa Accusantium,Asuransi Jiwa,12,9807435073.0,5923443690.0,15.416666666666666,1,8.333333333333332
2024,November,Critical Illness,Asuransi Jiwa Consectetur,Asuransi Jiwa,10,5697255019.0,2095494965.0,15.8,1,10.0
2024,November,Critical Illness,Asuransi Jiwa Corrupti,Asuransi Jiwa,17,18959863660.0,15502056013.0,14.352941176470589,1,5.88235294117647
2024,November,Critical Illness,Asuransi Jiwa Dicta,Asuransi Jiwa,10,15175127032.0,6661828415.0,17.9,1,10.0
2024,November,Critical Illness,Asuransi Jiwa Dolor,Asuransi Jiwa,8,7739720785.0,4431880770.0,11.25,1,12.5
2024,November,Critical Illness,Asuransi Jiwa Explicabo,Asuransi Jiwa,14,15098110650.0,9654023476.0,15.5,0,0.0
2024,November,Critical Illness,Asuransi Jiwa Fugiat,Asuransi Jiwa,12,1633128729.0,1100421455.0,17.083333333333332,1,8.333333333333332
2024,November,Critical Illness,Asuransi Jiwa Impedit,Asuransi Jiwa,11,13721744449.0,4256898281.0,14.363636363636363,3,27.27272727272727
2024,November,Critical Illness,Asuransi Jiwa Ipsum,Asuransi Jiwa,6,352534247.0,85997595.0,11.833333333333334,1,16.666666666666664
2024,November,Critical Illness,Asuransi Jiwa Iure,Asuransi Jiwa,5,5595175276.0,4187474508.0,19.4,0,0.0
2024,November,Critical Illness,Asuransi Jiwa Libero,Asuransi Jiwa,10,3970105590.0,2144853545.0,13.5,1,10.0
2024,November,Critical Illness,Asuransi Jiwa Nam,Asuransi Jiwa,11,13361060597.0,4357395341.0,16.272727272727273,2,18.181818181818183
2024,November,Critical Illness,Asuransi Jiwa Neque,Asuransi Jiwa,17,3650230429.0,1589225797.0,16.41176470588235,2,11.76470588235294
2024,November,Critical Illness,Asuransi Jiwa Nisi,Asuransi Jiwa,10,4944860984.0,3563036660.0,17.6,0,0.0
2024,November,Critical Illness,Asuransi Jiwa Nostrum,Asuransi Jiwa,16,11310573849.0,6192284090.0,16.9375,1,6.25
2024,November,Critical Illness,Asuransi Jiwa Odit,Asuransi Jiwa,23,10007845084.0,8594139844.0,15.347826086956522,0,0.0
2024,November,Critical Illness,Asuransi Jiwa Officia,Asuransi Jiwa,8,987916317.0,662081813.0,18.875,2,25.0
2024,November,Critical Illness,Asuransi Jiwa Omnis,Asuransi Jiwa,9,10747163078.0,7021914000.0,12.666666666666666,1,11.11111111111111
2024,November,Critical Illness,Asuransi Jiwa Perspiciatis,Asuransi Jiwa,33,6101739612.0,2930548370.0,15.484848484848484,2,6.0606060606060606
2024,November,Critical Illness,Asuransi Jiwa Quo,Asuransi Jiwa,10,10175442324.0,4855995361.0,8.3,0,0.0
2024,November,Critical Illness,Asuransi Jiwa Rerum,Asuransi Jiwa,9,9130871286.0,6114382939.0,16.88888888888889,0,0.0
2024,November,Critical Illness,Asuransi Jiwa Tempore,Asuransi Jiwa,6,3902076555.0,2733993735.0,19.0,2,33.33333333333333
2024,November,Critical Illness,Asuransi Jiwa Ut,Asuransi Jiwa,15,9580985707.0,3524249531.0,16.066666666666666,2,13.333333333333334
2024,November,Critical Illness,Asuransi Jiwa Veritatis,Asuransi Jiwa,11,16276908104.0,4925654315.0,14.818181818181818,3,27.27272727272727
2024,November,Critical Illness,Asuransi Jiwa Voluptates,Asuransi Jiwa,19,16379706662.0,7425342370.0,14.894736842105264,4,21.052631578947366
2024,November,Death Benefit,Asuransi Jiwa Accusantium,Asuransi Jiwa,8,8081018743.0,3534485607.0,15.125,1,12.5
2024,November,Death Benefit,Asuransi Jiwa Consectetur,Asuransi Jiwa,17,11181429524.0,8013767780.0,15.470588235294118,0,0.0
2024,November,Death Benefit,Asuransi Jiwa Corrupti,Asuransi Jiwa,12,14922967037.0,7462105142.0,17.333333333333332,2,16.666666666666664
2024,November,Death Benefit,Asuransi Jiwa Dicta,Asuransi Jiwa,15,12887115631.0,7756293483.0,13.8,1,6.666666666666667
2024,November,Death Benefit,Asuransi Jiwa Dolor,Asuransi Jiwa,9,10961481357.0,7767563362.0,6.666666666666667,1,11.11111111111111
2024,November,Death Benefit,Asuransi Jiwa Explicabo,Asuransi Jiwa,16,17733614955.0,9062430160.0,17.375,1,6.25
2024,November,Death Benefit,Asuransi Jiwa Fugiat,Asuransi Jiwa,14,2324286240.0,1642825808.0,15.714285714285714,2,14.285714285714285
2024,November,Death Benefit,Asuransi Jiwa Impedit,Asuransi Jiwa,17,27383557110.0,11371756003.0,14.235294117647058,2,11.76470588235294
2024,November,Death Benefit,Asuransi Jiwa Ipsum,Asuransi Jiwa,13,499484952.0,173262240.0,16.846153846153847,3,23.076923076923077
2024,November,Death Benefit,Asuransi Jiwa Iure,Asuransi Jiwa,14,13305497506.0,8702117843.0,15.0,1,7.142857142857142
2024,November,Death Benefit,Asuransi Jiwa Libero,Asuransi Jiwa,3,3098933495.0,2549507219.0,20.333333333333332,0,0.0
2024,November,Death Benefit,Asuransi Jiwa Nam,Asuransi Jiwa,8,20457791644.0,14702094276.0,15.5,0,0.0
2024,November,Death Benefit,Asuransi Jiwa Neque,Asuransi Jiwa,9,1054936259.0,525035468.0,13.777777777777779,2,22.22222222222222
2024,November,Death Benefit,Asuransi Jiwa Nisi,Asuransi Jiwa,12,4710972126.0,2119917011.0,14.75,1,8.333333333333332
2024,November,Death Benefit,Asuransi Jiwa Nostrum,Asuransi Jiwa,11,7069565968.0,5243713620.0,17.09090909090909,0,0.0
2024,November,Death Benefit,Asuransi Jiwa Odit,Asuransi Jiwa,26,12340252835.0,6091933193.0,15.461538461538462,4,15.384615384615385
2024,November,Death Benefit,Asuransi Jiwa Officia,Asuransi Jiwa,14,1733057044.0,1448259127.0,12.785714285714286,1,7.142857142857142
2024,November,Death Benefit,Asuransi Jiwa Omnis,Asuransi Jiwa,13,19353615083.0,11638622504.0,19.0,0,0.0
2024,November,Death Benefit,Asuransi Jiwa Perspiciatis,Asuransi Jiwa,24,5686784544.0,2501208755.0,15.166666666666666,4,16.666666666666664
2024,November,Death Benefit,Asuransi Jiwa Quo,Asuransi Jiwa,14,18164462301.0,6373814390.0,16.857142857142858,2,14.285714285714285
2024,November,Death Benefit,Asuransi Jiwa Rerum,Asuransi Jiwa,13,23510096214.0,19804060007.0,15.384615384615385,0,0.0
2024,November,Death Benefit,Asuransi Jiwa Tempore,Asuransi Jiwa,7,5029818681.0,3940669243.0,17.142857142857142,0,0.0
2024,November,Death Benefit,Asuransi Jiwa Ut,Asuransi Jiwa,17,12166771854.0,8888192690.0,17.11764705882353,2,11.76470588235294
2024,November,Death Benefit,Asuransi Jiwa Veritatis,Asuransi Jiwa,16,16262562215.0,13963890099.0,14.8125,2,12.5
2024,November,Death Benefit,Asuransi Jiwa Voluptates,Asuransi Jiwa,16,11773893758.0,9207814040.0,13.1875,3,18.75
2024,November,Disability,Asuransi Jiwa Accusantium,Asuransi Jiwa,9,7232223361.0,1368527635.0,12.11111111111111,1,11.11111111111111
2024,November,Disability,Asuransi Jiwa Consectetur,Asuransi Jiwa,12,11762158715.0,5411131854.0,9.5,2,16.666666666666664
2024,November,Disability,Asuransi Jiwa Corrupti,Asuransi Jiwa,11,10015323403.0,6916200044.0,21.181818181818183,2,18.181818181818183
2024,November,Disability,Asuransi Jiwa Dicta,Asuransi Jiwa,9,15196322924.0,5678297449.0,11.88888888888889,0,0.0
2024,November,Disability,Asuransi Jiwa Dolor,Asuransi Jiwa,7,7482832676.0,4630549324.0,17.714285714285715,1,14.285714285714285
2024,November,Disability,Asuransi Jiwa Explicabo,Asuransi Jiwa,9,11219951614.0,7914099241.0,10.88888888888889,1,11.11111111111111
2024,November,Disability,Asuransi Jiwa Fugiat,Asuransi Jiwa,10,2222247614.0,1818702561.0,17.3,0,0.0
2024,November,Disability,Asuransi Jiwa Impedit,Asuransi Jiwa,6,4303863941.0,444096186.0,9.833333333333334,0,0.0
2024,November,Disability,Asuransi Jiwa Ipsum,Asuransi Jiwa,12,370804940.0,277416276.0,15.583333333333334,1,8.333333333333332
2024,November,Disability,Asuransi Jiwa Iure,Asuransi Jiwa,14,8306419839.0,8053829996.0,12.642857142857142,0,0.0
2024,November,Disability,Asuransi Jiwa Libero,Asuransi Jiwa,12,5062312522.0,2402452447.0,19.083333333333332,1,8.333333333333332
2024,November,Disability,Asuransi Jiwa Nam,Asuransi Jiwa,18,23814549183.0,15029381825.0,13.777777777777779,2,11.11111111111111
2024,November,Disability,Asuransi Jiwa Neque,Asuransi Jiwa,13,3102326076.0,2207436911.0,10.615384615384615,2,15.384615384615385
2024,November,Disability,Asuransi Jiwa Nisi,Asuransi Jiwa,11,2972552393.0,2042848245.0,14.0,1,9.090909090909092
2024,November,Disability,Asuransi Jiwa Nostrum,Asuransi Jiwa,17,10399478344.0,5527604958.0,12.529411764705882,0,0.0
2024,November,Disability,Asuransi Jiwa Odit,Asuransi Jiwa,24,7942804773.0,5725089437.0,13.916666666666666,0,0.0
2024,November,Disability,Asuransi Jiwa Officia,Asuransi Jiwa,13,1162356729.0,716333317.0,19.46153846153846,4,30.76923076923077
2024,November,Disability,Asuransi Jiwa Omnis,Asuransi Jiwa,12,10107784637.0,8235086453.0,12.583333333333334,1,8.333333333333332
2024,November,Disability,Asuransi Jiwa Perspiciatis,Asuransi Jiwa,21,4805585671.0,3006940873.0,18.714285714285715,1,4.761904761904762
2024,November,Disability,Asuransi Jiwa Quo,Asuransi Jiwa,13,14000283443.0,7439276446.0,16.76923076923077,1,7.6923076923076925
2024,November,Disability,Asuransi Jiwa Rerum,Asuransi Jiwa,15,20028767788.0,11975425423.0,18.933333333333334,0,0.0
