return_id,investment_id,return_date,previous_nav,current_nav,return_percentage,return_amount,ytd_return
RET-251720,INV-067105,2025-01-04,1298.4199936867067,1298.58,0.01,488.61,1.69
RET-967314,INV-067105,2025-02-03,1298.576332284144,1317.07,1.42,57797.91,3.14
RET-525779,INV-067105,2025-03-05,1317.069730875027,1320.0,0.22,9155.73,3.37
RET-588973,INV-067105,2025-04-04,1319.999257818882,1340.2,1.53,63147.92,4.95
RET-457377,INV-773077,2024-01-14,1301.03,1311.55,0.81,5939.26,0.81
RET-952262,INV-773077,2024-02-13,1311.5486257232812,1326.31,1.13,8337.05,1.94
RET-926440,INV-773077,2024-03-14,1326.313811945348,1344.77,1.39,10422.01,3.36
RET-935785,INV-773077,2024-04-13,1344.7715259030456,1358.16,1.0,7558.21,4.39
RET-091626,INV-773077,2024-05-13,1358.157369452061,1377.08,1.39,10685.56,5.85
RET-122993,INV-914957,2024-09-02,1262.65,1261.53,-0.09,-6219.41,-0.09
RET-000855,INV-914957,2024-10-02,1261.5297310138487,1271.91,0.82,57620.2,0.73
RET-024721,INV-914957,2024-11-01,1271.9085553834402,1285.32,1.05,74469.97,1.8
RET-024488,INV-914957,2024-12-01,1285.3224407604107,1294.12,0.68,48856.08,2.49
RET-713213,INV-914957,2024-12-31,1294.122629799926,1308.8,1.13,81473.03,3.65
RET-767356,INV-487321,2025-04-24,1260.62,1272.08,0.91,11006.41,0.91
RET-067721,INV-487321,2025-05-24,1272.0751260308089,1310.9,3.05,37299.29,3.99
RET-380644,INV-487321,2025-06-23,1310.8950546134245,1345.22,2.62,32983.39,6.71
RET-601142,INV-414385,2023-08-29,1471.39,1462.43,-0.61,-6987.06,-0.61
RET-659905,INV-414385,2023-09-28,1462.4273200200491,1476.01,0.93,10590.98,0.31
RET-023980,INV-414385,2023-10-28,1476.0129408099695,1481.23,0.35,4068.65,0.67
RET-754539,INV-414385,2023-11-27,1481.2320222011672,1497.97,1.13,13046.3,1.81
RET-597808,INV-414385,2023-12-27,1497.967220501237,1497.84,-0.01,-96.97,1.8
RET-812162,INV-735436,2025-04-26,1237.36,1237.79,0.03,815.13,0.03
RET-380294,INV-735436,2025-05-26,1237.7927611694747,1238.44,0.05,1216.43,0.09
RET-496106,INV-735436,2025-06-25,1238.4385765594407,1260.79,1.8,42092.15,1.89
RET-994660,INV-671219,2024-12-28,1495.04,1544.65,3.32,160303.26,3.32
RET-642196,INV-671219,2025-01-27,1544.6510972076596,1587.65,2.78,138923.39,6.19
RET-399044,INV-671219,2025-02-26,1587.6454926483875,1602.41,0.93,47707.61,7.18
RET-909491,INV-671219,2025-03-28,1602.410175394214,1598.78,-0.23,-11736.02,6.94
RET-813697,INV-671219,2025-04-27,1598.77808054369,1577.39,-1.34,-69099.29,5.51
RET-872793,INV-000655,2025-04-19,1316.12,1321.36,0.4,13879.61,0.4
RET-160997,INV-000655,2025-05-19,1321.3563117798435,1335.46,1.07,37373.75,1.47
RET-645356,INV-000655,2025-06-18,1335.4561791830552,1351.58,1.21,42729.8,2.69
RET-350646,INV-698609,2025-06-03,1156.38,1161.9,0.48,3634.07,0.48
RET-231257,INV-698609,2025-07-03,1161.9021588218457,1167.34,0.47,3577.98,0.95
RET-642986,INV-378874,2024-11-17,1407.33,1410.33,0.21,7823.93,0.21
RET-034955,INV-378874,2024-12-17,1410.3269712193007,1444.33,2.41,88780.68,2.63
RET-106841,INV-378874,2025-01-16,1444.334566305502,1471.64,1.89,71273.03,4.57
RET-530591,INV-378874,2025-02-15,1471.635824589702,1525.35,3.65,140236.03,8.39
RET-805768,INV-378874,2025-03-17,1525.3534788214638,1521.02,-0.28,-11315.48,8.08
RET-942879,INV-245827,2025-03-14,1456.98,1473.52,1.13,10247.1,1.13
RET-723300,INV-245827,2025-04-13,1473.5156218494126,1479.84,0.43,3920.88,1.57
RET-112016,INV-245827,2025-05-13,1479.8426984374498,1493.47,0.92,8445.31,2.5
RET-182618,INV-245827,2025-06-12,1493.4707928324003,1504.03,0.71,6542.6,3.23
RET-803365,INV-928799,2024-07-03,1142.95,1144.87,0.17,12352.08,0.17
RET-047591,INV-928799,2024-08-02,1144.8730956886034,1157.76,1.13,82773.75,1.3
RET-873148,INV-928799,2024-09-01,1157.760147762484,1164.73,0.6,44754.27,1.91
RET-555657,INV-928799,2024-10-01,1164.72794302035,1160.29,-0.38,-28505.6,1.52
RET-224646,INV-928799,2024-10-31,1160.2899041814082,1167.39,0.61,45606.65,2.14
RET-597516,INV-356230,2025-04-09,1370.82,1385.78,1.09,32290.27,1.09
RET-024138,INV-356230,2025-05-09,1385.78289246083,1396.2,0.75,22479.99,1.85
RET-556664,INV-356230,2025-06-08,1396.1998275534943,1416.67,1.47,44184.09,3.35
RET-773852,INV-356230,2025-07-08,1416.674159913828,1428.07,0.8,24585.86,4.18
RET-119385,INV-019893,2025-06-17,1006.37,1029.67,2.32,71579.57,2.32
RET-477770,INV-121775,2023-09-27,1466.85,1483.72,1.15,113100.97,1.15
RET-750399,INV-121775,2023-10-27,1483.717226822807,1507.56,1.61,159905.93,2.78
RET-765188,INV-121775,2023-11-26,1507.564676812762,1507.89,0.02,2193.74,2.8
RET-165420,INV-121775,2023-12-26,1507.8918392106134,1526.24,1.22,123032.69,4.05
RET-268304,INV-121775,2024-01-25,1526.240225978743,1536.07,0.64,65923.66,4.72
RET-270502,INV-551379,2024-07-20,1405.74,1419.16,0.95,57585.37,0.95
RET-814873,INV-551379,2024-08-19,1419.1563140866904,1428.65,0.67,40728.25,1.63
RET-070345,INV-551379,2024-09-18,1428.6452359408613,1433.73,0.36,21844.86,1.99
RET-166437,INV-551379,2024-10-18,1433.7346797703394,1447.55,0.96,59288.82,2.97
RET-322753,INV-551379,2024-11-17,1447.5478661749175,1447.46,-0.01,-378.63,2.97
RET-431871,INV-313331,2024-01-27,1082.33,1086.99,0.43,15705.58,0.43
RET-583263,INV-313331,2024-02-26,1086.9885381364152,1097.99,1.01,37097.77,1.45
RET-583986,INV-313331,2024-03-27,1097.9923623097238,1105.81,0.71,26345.78,2.17
RET-675092,INV-313331,2024-04-26,1105.806965267665,1120.92,1.37,50941.92,3.57
RET-481401,INV-313331,2024-05-26,1120.9171954923056,1124.45,0.31,11897.46,3.89
RET-517173,INV-529237,2024-07-17,1447.27,1485.35,2.63,83532.84,2.63
RET-978051,INV-529237,2024-08-16,1485.3450873562902,1531.39,3.1,101007.64,5.81
RET-275897,INV-529237,2024-09-15,1531.3853572471533,1558.32,1.76,59086.97,7.67
RET-394005,INV-529237,2024-10-15,1558.3177782108235,1595.65,2.4,81912.42,10.25
RET-773125,INV-529237,2024-11-14,1595.6542589078256,1650.69,3.45,120752.48,14.06
RET-691584,INV-644291,2025-03-17,1002.55,1017.74,1.51,34039.28,1.51
RET-174004,INV-644291,2025-04-16,1017.7385242754663,1034.84,1.68,38321.96,3.22
RET-068398,INV-644291,2025-05-16,1034.8380046059012,1045.04,0.99,22871.08,4.24
RET-995968,INV-644291,2025-06-15,1045.043215103133,1049.61,0.44,10226.59,4.69
RET-787881,INV-201614,2025-06-25,1127.64,1130.38,0.24,6074.08,0.24
RET-956059,INV-931566,2024-10-12,1229.12,1247.66,1.51,145196.75,1.51
RET-631673,INV-931566,2024-11-11,1247.6621175229768,1261.99,1.15,112205.89,2.67
RET-923451,INV-931566,2024-12-11,1261.9911897850475,1266.45,0.35,34907.07,3.04
RET-041017,INV-931566,2025-01-10,1266.4489414395364,1271.94,0.43,43011.05,3.48
RET-654175,INV-931566,2025-02-09,1271.9415982838955,1277.16,0.41,40854.12,3.91
RET-810125,INV-037723,2025-01-24,1393.32,1397.39,0.29,9392.49,0.29
RET-818562,INV-037723,2025-02-23,1397.388725411219,1411.08,0.98,31602.65,1.27
RET-435872,INV-037723,2025-03-25,1411.0786542667786,1425.46,1.02,33193.88,2.31
RET-070870,INV-037723,2025-04-24,1425.457885905989,1426.56,0.08,2546.58,2.39
RET-910022,INV-037723,2025-05-24,1426.5610379074092,1450.24,1.66,54663.81,4.09
RET-347245,INV-198115,2024-07-06,1417.25,1431.3,0.99,49031.68,0.99
RET-318653,INV-198115,2024-08-05,1431.3015845228524,1456.75,1.78,88786.35,2.79
RET-306389,INV-198115,2024-09-04,1456.746132249269,1471.93,1.04,52986.26,3.86
RET-021718,INV-198115,2024-10-04,1471.9310271726206,1470.01,-0.13,-6713.73,3.72
RET-358556,INV-198115,2024-11-03,1470.0069957520996,1511.11,2.8,143423.15,6.62
RET-751425,INV-083425,2023-04-30,1099.2,1097.86,-0.12,-4192.95,-0.12
RET-936446,INV-083425,2023-05-30,1097.8628146226868,1110.28,1.13,38924.56,1.01
RET-625310,INV-083425,2023-06-29,1110.2763601383954,1144.25,3.06,106513.95,4.1
RET-706389,INV-083425,2023-07-29,1144.2450389035032,1147.1,0.25,8942.23,4.36
RET-602088,INV-083425,2023-08-28,1147.0968304877742,1173.06,2.26,81400.23,6.72
RET-321212,INV-110184,2025-01-27,1213.82,1234.12,1.67,36552.34,1.67
RET-585725,INV-110184,2025-02-26,1234.1237480335462,1249.8,1.27,28214.38,2.96
RET-740006,INV-110184,2025-03-28,1249.7960028060402,1244.46,-0.43,-9601.18,2.52
RET-330009,INV-110184,2025-04-27,1244.4628281079752,1258.97,1.17,26116.57,3.72
RET-458818,INV-110184,2025-05-27,1258.969812788715,1257.41,-0.12,-2806.45,3.59
RET-597097,INV-484771,2025-04-24,1419.57,1438.11,1.31,61075.31,1.31
RET-035154,INV-484771,2025-05-24,1438.111534859249,1436.73,-0.1,-4539.71,1.21
RET-543898,INV-484771,2025-06-23,1436.733348748386,1455.98,1.34,63394.6,2.56
RET-471226,INV-817186,2024-07-10,1337.38,1359.12,1.63,75379.59,1.63
RET-014197,INV-817186,2024-08-09,1359.1220977837002,1364.76,0.41,19546.06,2.05
RET-614997,INV-817186,2024-09-08,1364.7598613271805,1354.72,-0.74,-34811.83,1.3
RET-487002,INV-817186,2024-10-08,1354.7189160576086,1380.99,1.94,91092.85,3.26
RET-824130,INV-817186,2024-11-07,1380.9932670608887,1406.31,1.83,87757.6,5.15
RET-249181,INV-063869,2024-06-16,1380.22,1394.15,1.01,30385.58,1.01
RET-768984,INV-063869,2024-07-16,1394.1535328763825,1399.19,0.36,10973.0,1.37
RET-795564,INV-063869,2024-08-15,1399.1852839688822,1409.68,0.75,22893.41,2.13
RET-016328,INV-063869,2024-09-14,1409.6832258646098,1415.94,0.44,13644.34,2.59
RET-055039,INV-063869,2024-10-14,1415.9399402091474,1440.17,1.71,52831.34,4.34
RET-222572,INV-532362,2025-05-19,1247.2,1258.18,0.88,1021.16,0.88
RET-373023,INV-532362,2025-06-18,1258.1761046213514,1289.06,2.45,2873.53,3.36
RET-981206,INV-042666,2025-05-27,1023.41,1028.04,0.45,18192.53,0.45
RET-682207,INV-042666,2025-06-26,1028.0369156376107,1032.82,0.47,18802.86,0.92
RET-135187,INV-865673,2024-11-14,1020.79,1033.22,1.22,22282.45,1.22
RET-191557,INV-865673,2024-12-14,1033.2186091348049,1067.84,3.35,62076.32,4.61
RET-390665,INV-865673,2025-01-13,1067.8432758013794,1087.8,1.87,35784.89,6.56
RET-114786,INV-865673,2025-02-12,1087.8032204361077,1106.96,1.76,34348.59,8.44
RET-738129,INV-865673,2025-03-14,1106.962031339563,1132.57,2.31,45907.1,10.95
RET-920406,INV-983611,2025-01-15,1122.3,1132.33,0.89,24969.9,0.89
RET-067078,INV-983611,2025-02-14,1132.3313421812436,1131.27,-0.09,-2636.0,0.8
RET-875142,INV-983611,2025-03-16,1131.2723625288431,1142.16,0.96,27104.8,1.77
RET-500624,INV-983611,2025-04-15,1142.161372532919,1159.19,1.49,42378.6,3.29
RET-533101,INV-983611,2025-05-15,1159.186437873998,1174.0,1.28,36868.03,4.61
RET-735581,INV-013652,2024-09-02,1429.87,1441.66,0.82,68948.52,0.82
RET-126586,INV-013652,2024-10-02,1441.6622820777466,1446.2,0.31,26523.16,1.14
RET-111538,INV-013652,2024-11-01,1446.198543927372,1455.1,0.62,52034.6,1.76
RET-522775,INV-013652,2024-12-01,1455.0980346525525,1457.12,0.14,11833.5,1.91
RET-557439,INV-013652,2024-12-31,1457.1219214254904,1468.7,0.79,67679.64,2.72
RET-309478,INV-470201,2024-09-20,1168.66,1178.09,0.81,12895.16,0.81
RET-590718,INV-470201,2024-10-20,1178.085058922348,1181.58,0.3,4787.47,1.11
RET-522326,INV-470201,2024-11-19,1181.5842187777248,1190.56,0.76,12283.35,1.87
RET-802792,INV-470201,2024-12-19,1190.5621058297056,1197.03,0.54,8854.08,2.43
RET-078863,INV-470201,2025-01-18,1197.0335460571575,1200.4,0.28,4612.24,2.72
RET-914974,INV-904855,2024-08-09,1472.09,1479.7,0.52,39140.06,0.52
RET-565208,INV-904855,2024-09-08,1479.6996962292362,1483.41,0.25,19059.91,0.77
RET-983572,INV-904855,2024-10-08,1483.4053655533744,1495.24,0.8,60875.3,1.57
RET-965189,INV-904855,2024-11-07,1495.2408748306107,1504.38,0.61,46987.59,2.19
RET-597421,INV-904855,2024-12-07,1504.3763052483216,1509.98,0.37,28834.34,2.57
RET-728936,INV-503821,2024-06-03,1479.63,1507.63,1.89,34798.71,1.89
RET-614937,INV-503821,2024-07-03,1507.6252272751449,1526.56,1.26,23530.56,3.17
RET-173375,INV-503821,2024-08-02,1526.5553376780408,1526.74,0.01,224.56,3.18
RET-097677,INV-503821,2024-09-01,1526.7359943099427,1543.71,1.11,21096.74,4.33
RET-250391,INV-503821,2024-10-01,1543.7081223321527,1567.9,1.57,30065.91,5.97
RET-072319,INV-151414,2024-04-15,1404.51,1403.42,-0.08,-5737.39,-0.08
RET-312579,INV-151414,2024-05-15,1403.4165875706174,1421.79,1.31,96386.22,1.23
RET-539804,INV-151414,2024-06-14,1421.7855611533805,1419.54,-0.16,-11757.12,1.07
RET-134335,INV-151414,2024-07-14,1419.5449277800337,1436.69,1.21,89980.22,2.29
RET-386028,INV-151414,2024-08-13,1436.6930664994507,1455.48,1.31,98577.43,3.63
RET-184636,INV-703196,2024-11-30,1269.47,1285.47,1.26,14165.55,1.26
RET-168982,INV-703196,2024-12-30,1285.4707507640594,1321.16,2.78,31598.32,4.07
RET-007267,INV-703196,2025-01-29,1321.1627463490447,1313.56,-0.58,-6729.84,3.47
RET-130750,INV-703196,2025-02-28,1313.5610268073137,1321.37,0.59,6916.22,4.09
RET-526534,INV-703196,2025-03-30,1321.3732665755967,1349.91,2.16,25260.24,6.34
RET-678813,INV-511740,2024-12-22,1073.25,1085.46,1.14,41708.93,1.14
RET-193084,INV-511740,2025-01-21,1085.4578883716738,1091.39,0.55,20278.4,1.69
RET-774525,INV-511740,2025-02-20,1091.3932220322117,1117.61,2.4,89559.86,4.13
RET-634057,INV-511740,2025-03-22,1117.6067183901139,1133.61,1.43,54686.18,5.62
RET-702922,INV-511740,2025-04-21,1133.6129498713456,1166.82,2.93,113438.53,8.72
RET-981993,INV-500095,2024-02-24,1191.31,1198.04,0.56,4118.63,0.56
RET-685753,INV-500095,2024-03-25,1198.0351802275115,1205.56,0.63,4608.13,1.2
RET-429930,INV-500095,2024-04-24,1205.5596344890512,1212.56,0.58,4290.11,1.78
RET-445996,INV-500095,2024-05-24,1212.5648186059416,1218.99,0.53,3934.8,2.32
RET-547681,INV-500095,2024-06-23,1218.989820943157,1228.71,0.8,5951.22,3.14
RET-297917,INV-589275,2024-12-23,1114.12,1118.18,0.36,6507.66,0.36
RET-185758,INV-589275,2025-01-22,1118.1841955858142,1123.55,0.48,8588.21,0.85
RET-144316,INV-589275,2025-02-21,1123.5477483878676,1129.29,0.51,9198.29,1.36
RET-033030,INV-589275,2025-03-23,1129.2923106545247,1137.57,0.73,13259.93,2.11
RET-415954,INV-589275,2025-04-22,1137.5734702970565,1145.92,0.73,13360.57,2.85
RET-375305,INV-611438,2023-05-20,1347.05,1375.88,2.14,30653.34,2.14
RET-137958,INV-611438,2023-06-19,1375.8798562677546,1370.15,-0.42,-6091.24,1.71
RET-981208,INV-611438,2023-07-19,1370.1509691797035,1369.87,-0.02,-294.68,1.69
RET-569285,INV-611438,2023-08-18,1369.8738232917713,1383.72,1.01,14725.65,2.72
RET-276147,INV-611438,2023-09-17,1383.7234810066893,1393.93,0.74,10848.26,3.48
RET-148647,INV-206741,2022-11-01,1231.84,1242.52,0.87,32597.55,0.87
RET-339897,INV-206741,2022-12-01,1242.519930948177,1265.14,1.82,69035.44,2.7
RET-598288,INV-206741,2022-12-31,1265.1380022437406,1256.53,-0.68,-26266.31,2.0
RET-247086,INV-206741,2023-01-30,1256.5323729212419,1278.67,1.76,67583.79,3.8
RET-303920,INV-206741,2023-03-01,1278.6748403762124,1294.28,1.22,47637.45,5.07
RET-284786,INV-803584,2024-09-22,1109.75,1121.21,1.03,22135.3,1.03
RET-967488,INV-803584,2024-10-22,1121.2133048776457,1132.54,1.01,21871.56,2.05
RET-951299,INV-803584,2024-11-21,1132.540020880273,1137.71,0.46,9979.74,2.52
RET-552705,INV-803584,2024-12-21,1137.708271083858,1149.36,1.02,22493.38,3.57
RET-018724,INV-803584,2025-01-20,1149.357011590258,1158.29,0.78,17250.16,4.37
RET-919076,INV-253151,2025-04-23,1181.64,1188.05,0.54,6837.63,0.54
RET-423425,INV-253151,2025-05-23,1188.048014200663,1180.15,-0.67,-8431.87,-0.13
RET-030048,INV-253151,2025-06-22,1180.1459302902638,1178.36,-0.15,-1903.36,-0.28
RET-001733,INV-367304,2025-05-31,1248.84,1269.82,1.68,122197.06,1.68
RET-455290,INV-367304,2025-06-30,1269.8227232392633,1282.35,0.99,72938.82,2.68
RET-236838,INV-130362,2025-01-17,1249.53,1248.37,-0.09,-2041.93,-0.09
RET-861650,INV-130362,2025-02-16,1248.3657439396966,1251.88,0.28,6155.06,0.19
RET-588082,INV-130362,2025-03-18,1251.8752056836397,1274.84,1.83,40281.04,2.03
RET-525513,INV-130362,2025-04-17,1274.8424343307615,1281.18,0.5,11116.55,2.53
RET-522007,INV-130362,2025-05-17,1281.1808100929898,1290.56,0.73,16446.42,3.28
RET-419277,INV-902315,2024-09-10,1248.37,1258.55,0.82,48800.54,0.82
RET-550629,INV-902315,2024-10-10,1258.548520673544,1262.89,0.35,20831.84,1.16
RET-827124,INV-902315,2024-11-09,1262.8935005498674,1285.18,1.76,106862.76,2.95
RET-454674,INV-902315,2024-12-09,1285.1822879876245,1292.29,0.55,34066.44,3.52
RET-435470,INV-902315,2025-01-08,1292.2876601611986,1310.63,1.42,87938.52,4.99
RET-121939,INV-963356,2024-12-15,1229.01,1239.54,0.86,21035.32,0.86
RET-676632,INV-963356,2025-01-14,1239.543576802554,1261.46,1.77,43764.2,2.64
RET-847646,INV-963356,2025-02-13,1261.4587983666145,1277.63,1.28,32284.89,3.96
RET-367159,INV-963356,2025-03-15,1277.6256755453082,1299.69,1.73,44070.48,5.75
RET-250527,INV-963356,2025-04-14,1299.694267738281,1304.16,0.34,8908.48,6.11
RET-800501,INV-347338,2025-05-29,1278.07,1267.81,-0.8,-30114.16,-0.8
RET-013209,INV-347338,2025-06-28,1267.8125712646752,1281.14,1.05,39120.44,0.24
RET-226028,INV-416846,2024-04-03,1425.02,1433.47,0.59,28646.72,0.59
RET-510346,INV-416846,2024-05-03,1433.468466250493,1441.02,0.53,25607.55,1.12
RET-675873,INV-416846,2024-06-02,1441.0206211312336,1446.9,0.41,19937.36,1.54
RET-513071,INV-416846,2024-07-02,1446.900530834576,1454.05,0.49,24235.39,2.04
RET-293139,INV-416846,2024-08-01,1454.0480104615829,1462.88,0.61,29949.48,2.66
RET-366225,INV-935081,2025-06-21,1044.04,1046.05,0.19,4014.37,0.19
RET-662546,INV-282831,2022-10-12,1005.88,1006.57,0.07,3080.32,0.07
RET-304644,INV-282831,2022-11-11,1006.5686024124976,1007.08,0.05,2283.19,0.12
RET-233466,INV-282831,2022-12-11,1007.0790075609387,1024.82,1.76,79351.85,1.88
RET-266653,INV-282831,2023-01-10,1024.8180483217875,1038.8,1.36,62549.34,3.27
RET-049461,INV-282831,2023-02-09,1038.8009021980638,1034.51,-0.41,-19197.27,2.85
RET-950171,INV-318789,2025-01-01,1466.25,1505.5,2.68,78160.38,2.68
RET-857211,INV-318789,2025-01-31,1505.496515035621,1553.58,3.19,95756.45,5.96
RET-834566,INV-318789,2025-03-02,1553.5785067816769,1586.42,2.11,65404.89,8.2
RET-430060,INV-318789,2025-04-01,1586.4201292946982,1621.85,2.23,70559.44,10.61
RET-898472,INV-318789,2025-05-01,1621.84999642533,1608.25,-0.84,-27084.93,9.68
RET-018963,INV-494758,2024-08-10,1420.9,1392.92,-1.97,-99078.01,-1.97
RET-714311,INV-494758,2024-09-09,1392.9170632795067,1429.94,2.66,131097.92,0.64
RET-230160,INV-494758,2024-10-09,1429.9434914194765,1434.63,0.33,16601.81,0.97
RET-713323,INV-494758,2024-11-08,1434.632397797961,1470.35,2.49,126477.8,3.48
RET-382437,INV-494758,2024-12-08,1470.3539487392934,1491.6,1.44,75223.39,4.98
RET-834923,INV-137233,2024-05-25,1046.67,1053.83,0.68,18377.41,0.68
RET-116928,INV-137233,2024-06-24,1053.831103835738,1050.19,-0.35,-9336.03,0.34
RET-808980,INV-137233,2024-07-24,1050.19314469479,1068.38,1.73,46666.38,2.07
RET-377751,INV-137233,2024-08-23,1068.3775807059058,1077.7,0.87,23936.17,2.97
RET-842681,INV-137233,2024-09-22,1077.7047602620767,1082.96,0.49,13481.65,3.47
RET-409718,INV-913846,2022-11-29,1228.2,1235.93,0.63,24134.69,0.63
RET-162944,INV-913846,2022-12-29,1235.927828613971,1248.15,0.99,38176.61,1.62
RET-255588,INV-913846,2023-01-28,1248.1518209311607,1258.38,0.82,31956.51,2.46
RET-058690,INV-913846,2023-02-27,1258.384162908352,1266.83,0.67,26389.86,3.15
RET-472065,INV-913846,2023-03-29,1266.8340860346452,1269.08,0.18,7024.95,3.33
RET-850512,INV-485772,2024-11-15,1225.42,1232.23,0.56,5359.59,0.56
RET-136699,INV-485772,2024-12-15,1232.2285560145083,1238.03,0.47,4564.56,1.03
RET-101706,INV-485772,2025-01-14,1238.0271494309397,1245.94,0.64,6231.19,1.67
RET-448142,INV-485772,2025-02-13,1245.9429454959713,1255.12,0.74,7221.72,2.42
RET-296505,INV-485772,2025-03-15,1255.1170606620415,1261.78,0.53,5244.31,2.97
RET-265937,INV-238515,2022-10-27,1268.12,1274.51,0.5,1578.56,0.5
RET-213622,INV-238515,2022-11-26,1274.5054222581757,1286.52,0.94,2969.57,1.45
RET-861213,INV-238515,2022-12-26,1286.517619878327,1305.53,1.48,4701.2,2.95
RET-584707,INV-238515,2023-01-25,1305.534449326418,1317.88,0.95,3052.89,3.92
RET-744003,INV-238515,2023-02-24,1317.8836789091276,1325.19,0.55,1807.19,4.5
RET-733486,INV-337535,2024-11-15,1353.51,1360.46,0.51,13622.43,0.51
RET-722487,INV-337535,2024-12-15,1360.4615810040889,1369.09,0.63,16913.51,1.15
RET-403407,INV-337535,2025-01-14,1369.092617480942,1388.97,1.45,38943.36,2.62
RET-150090,INV-337535,2025-02-13,1388.9655771871792,1402.54,0.98,26599.62,3.62
RET-461573,INV-337535,2025-03-15,1402.5394735918367,1422.67,1.44,39447.62,5.11
RET-795602,INV-157658,2024-07-13,1006.27,1021.39,1.5,15128.89,1.5
RET-426009,INV-157658,2024-08-12,1021.3862092795447,1009.5,-1.16,-11896.17,0.32
RET-426298,INV-157658,2024-09-11,1009.5000097588992,1037.15,2.74,27672.68,3.07
RET-238921,INV-157658,2024-10-11,1037.1495004250096,1047.81,1.03,10671.47,4.13
RET-543282,INV-157658,2024-11-10,1047.8120293601667,1047.52,-0.03,-294.74,4.1
RET-691573,INV-013524,2025-02-26,1124.11,1142.37,1.62,21823.68,1.62
RET-286526,INV-013524,2025-03-28,1142.3740574375374,1147.28,0.43,5860.73,2.06
RET-871267,INV-013524,2025-04-27,1147.2788560871668,1154.6,0.64,8753.16,2.71
RET-612547,INV-013524,2025-05-27,1154.604302035559,1160.29,0.49,6794.51,3.22
RET-774389,INV-013524,2025-06-26,1160.2905728782493,1179.68,1.67,23171.12,4.94
RET-903454,INV-712592,2024-12-06,1217.41,1222.74,0.44,34608.46,0.44
RET-644336,INV-712592,2025-01-05,1222.741338787591,1226.48,0.31,24248.16,0.74
RET-428564,INV-712592,2025-02-04,1226.4767023027744,1234.63,0.66,52919.67,1.41
RET-930416,INV-712592,2025-03-06,1234.6288331108321,1238.26,0.29,23576.63,1.71
RET-412563,INV-712592,2025-04-05,1238.2607481093937,1242.36,0.33,26607.13,2.05
RET-857019,INV-212347,2025-03-24,1076.06,1088.59,1.16,39435.05,1.16
RET-748869,INV-212347,2025-04-23,1088.5899349177532,1102.06,1.24,42378.39,2.42
RET-205977,INV-212347,2025-05-23,1102.0550778352726,1108.16,0.55,19207.3,2.98
RET-388458,INV-212347,2025-06-22,1108.157930434095,1124.22,1.45,50558.3,4.48
RET-160561,INV-574489,2024-08-06,1046.19,1056.23,0.96,27539.99,0.96
RET-550069,INV-574489,2024-09-05,1056.2345587990224,1067.85,1.1,31842.79,2.07
RET-376656,INV-574489,2024-10-05,1067.8484642287913,1079.73,1.11,32569.82,3.21
RET-675940,INV-574489,2024-11-04,1079.7275342734422,1089.57,0.91,26982.54,4.15
RET-828140,INV-574489,2024-12-04,1089.5687763763415,1094.04,0.41,12249.96,4.57
RET-154222,INV-943331,2024-03-01,1217.32,1258.52,3.38,159456.38,3.38
RET-468366,INV-943331,2024-03-31,1258.5151548933482,1237.85,-1.64,-79977.64,1.69
RET-528694,INV-943331,2024-04-30,1237.8531336277783,1255.68,1.44,68992.22,3.15
RET-109106,INV-943331,2024-05-30,1255.6770989983627,1293.08,2.98,144772.92,6.22
RET-846189,INV-943331,2024-06-29,1293.0788177793002,1315.62,1.74,87252.07,8.08
RET-723127,INV-149714,2025-07-02,1062.75,1073.15,0.98,5088.72,0.98
RET-234541,INV-454326,2024-09-09,1244.1,1248.24,0.33,4558.67,0.33
RET-728375,INV-454326,2024-10-09,1248.2361793981459,1250.98,0.22,3024.91,0.55
RET-117364,INV-454326,2024-11-08,1250.9807503390573,1256.75,0.46,6355.72,1.02
RET-350798,INV-454326,2024-12-08,1256.7474344654213,1264.55,0.62,8602.51,1.64
RET-167766,INV-454326,2025-01-07,1264.5526800998634,1270.62,0.48,6690.59,2.13
RET-135138,INV-277550,2025-06-22,1216.35,1223.71,0.6,46467.62,0.6
RET-074968,INV-690277,2023-12-25,1252.36,1270.31,1.43,26737.36,1.43
RET-298318,INV-690277,2024-01-24,1270.3131846189126,1308.56,3.01,56964.9,4.49
RET-171327,INV-690277,2024-02-23,1308.5630772530085,1303.42,-0.39,-7659.15,4.08
RET-266373,INV-690277,2024-03-24,1303.420230735257,1283.59,-1.52,-29539.29,2.49
RET-403360,INV-690277,2024-04-23,1283.5856515747575,1305.49,1.71,32629.01,4.24
RET-169804,INV-104636,2023-08-31,1206.8,1219.28,1.03,85812.08,1.03
RET-858783,INV-104636,2023-09-30,1219.283118763528,1219.76,0.04,3307.08,1.07
RET-687677,INV-104636,2023-10-30,1219.764200546334,1224.54,0.39,32812.14,1.47
RET-280146,INV-104636,2023-11-29,1224.5373967446358,1229.06,0.37,31075.49,1.84
RET-066818,INV-104636,2023-12-29,1229.0579618782108,1238.68,0.78,66131.8,2.64
RET-113468,INV-184799,2025-01-19,1031.44,1035.82,0.42,25874.29,0.42
RET-854163,INV-184799,2025-02-18,1035.815042669126,1059.41,2.28,139522.39,2.71
RET-259745,INV-184799,2025-03-20,1059.4066616252246,1094.17,3.28,205591.06,6.08
RET-300135,INV-184799,2025-04-19,1094.1697260646133,1111.24,1.56,100962.25,7.74
